store_id,total_sales,unique_customers,product_diversity,fuel_transactions,total_transactions,fuel_share,chain_size,store_name,store_chain_id,store_chain_name,street_address,city,zip_code,latitude,longitude,log_customers,log_sales,log_products,log_chain_size,cluster,subcategory,purchase_count
28016,672.645426,4,2,17,17,1,1,a&t mart,14594,a&t mart,5721 Market St,Youngstown,44512,41.0399,-80.6624,1.6094379124341003,6.512703898302757,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28019,1039.967814,3,2,24,24,1,3,Byfield #110,14596,Al Prime- NN,17 Central St,Byfield,01922,42.7581,-70.9445,1.3862943611198906,6.947906149789245,1.0986122886681098,1.3862943611198906,2,Premium/Super Premium,317
28025,34.49,2,2,0,2,0,1,Seabrook #313,14599,AL Prime Richdale,472 Lafayette Rd,Seabrook,03874,42.8884,-70.871,1.0986122886681098,3.569250966658405,1.0986122886681098,0.6931471805599453,4,Cigars,45
28028,7.57,1,3,0,1,0,12,Estepp Friendly Shell #14,4311,Estepp Energy,100 W Highway 80,Somerset,42503,37.0939,-84.6193,0.6931471805599453,2.1482677326096886,1.3862943611198906,2.5649493574615367,4,Cigars,45
28029,3772.531155,4,4,96,94,1.0212765957446808,1,1908 west front street llc,14602,1908 west front street llc,1908 W Front St,Berwick,18603,41.0472,-76.2692,1.6094379124341003,8.235766487951606,1.6094379124341003,0.6931471805599453,2,Premium/Super Premium,317
28046,18.59,2,7,0,2,0,8,Monroe Gulf,4530,Standard Petroleum,536 Monroe Tpke,Monroe,06468,41.3187,-73.2138,1.0986122886681098,2.9750192319564492,2.0794415416798357,2.1972245773362196,4,Cigars,45
28051,0.99,1,1,1,1,1,7,Jr Market 10,14131,Harrell & Harrell Inc,483 S Lynnhaven Rd,Virginia Beach,23452,36.8238,-76.0791,0.6931471805599453,0.688134638736401,0.6931471805599453,2.0794415416798357,1,Premium/Super Premium,14
28053,94.092187,1,1,1,1,1,47,836-Marathon,13628,Giant Oil Inc,7755 Park Place Dr,Newburgh,47630,37.9789,-87.3905,0.6931471805599453,4.554846810550729,0.6931471805599453,3.871201010907891,1,Premium/Super Premium,14
28054,58.036889,2,2,1,2,0.5,47,837-Marathon,13628,Giant Oil Inc,102 W State Road 68,Haubstadt,47639,38.201,-87.5745,1.0986122886681098,4.078162485814457,1.0986122886681098,3.871201010907891,4,Cigars,45
28055,37.047224,2,2,2,2,1,47,368-BP,13628,Giant Oil Inc,5505 University Blvd W,Jacksonville,32216,30.2702,-81.6109,1.0986122886681098,3.6388281250102246,1.0986122886681098,3.871201010907891,1,Premium/Super Premium,14
28061,1626.709906,2,2,70,70,1,4,SPEED WAYS LLC,14620,TOTALLC,543 WASH ST,middletown,06457,41.5557,-72.67,1.0986122886681098,7.394929340266996,1.0986122886681098,1.6094379124341003,2,Premium/Super Premium,317
28064,7.57,1,2,2,2,1,1,JEWELS MARKET #3,14621,Dhani inc,1226 S Congress Blvd,Smithville,37166,35.9377,-85.8165,0.6931471805599453,2.1482677326096886,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28065,104.998784,2,1,2,2,1,1,Central City Enterprises,14622,centralcity enterprises inc,112 Rock Cut Rd,Central City,15926,40.1062,-78.8175,1.0986122886681098,4.663427622348154,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28068,9.99,1,1,1,1,1,8,Rick's Express #5,14617,Rick's Express,1011 W Alexander St,Greenville,38701,33.4081,-91.0509,0.6931471805599453,2.39698576841553,0.6931471805599453,2.1972245773362196,1,Premium/Super Premium,14
28070,252.05960299999998,2,1,3,3,1,8,Rick's Express #7,14617,Rick's Express,3718 Highway 65 & 82,Lake Village,71653,33.2991,-91.2778,1.0986122886681098,5.533625045961974,0.6931471805599453,2.1972245773362196,1,Premium/Super Premium,14
28077,60.64338599999999,1,1,1,1,1,1,WEKSHAK LLC,14627,WEKSHAK LLC,918 Bunker Hill Rd,Ashtabula,44004,41.8509,-80.7923,0.6931471805599453,4.121365940805642,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28080,1966.079405,13,5,48,48,1,1,Smitty's Exit 80,14630,Smitty's Exit 80,2461 North Rd,Fenton,48430,42.8043,-83.7248,2.6390573296152584,7.584305186155866,1.791759469228055,0.6931471805599453,2,Premium/Super Premium,317
28085,176.22816899999998,2,1,2,2,1,1,EZ STOP,14634,RIYAJILL LLC,4466 Rockmart Rd SE,Silver Creek,30173,34.1666,-85.1435,1.0986122886681098,5.177437992805646,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28089,25.449596999999997,1,1,1,1,1,1,6979 Cedar Ridge,14638,Cedar Ridge LLC,6675 Cedar Ridge Dr,Dallas,75236,32.6678,-96.9286,0.6931471805599453,3.2752409218933387,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28090,123.787324,3,1,4,3,1.3333333333333333,1,arishachevron,14639,arishachevron,2415 Old Cornelia Hwy,Gainesville,30507,34.3144,-83.7779,1.3862943611198906,4.826610880263873,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28103,111.010567,3,2,2,3,0.6666666666666666,1,Pinkys Beverage,14646,Pinkys Beverage,7941 Painesville Ravenna Rd,Concord Township,44077,41.655,-81.2191,1.3862943611198906,4.718593215058867,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28104,2.69,1,1,0,1,0,1,Stuckeys West,14647,Stuckeys Travel Center West,36311 Interstate 10,Hankamer,77560,29.8351,-94.5394,0.6931471805599453,1.3056264580524357,0.6931471805599453,0.6931471805599453,4,Cigars,45
28108,4072.9784290000002,4,2,105,105,1,2,sunshine convenience store,6950,KINGSTON FOOD MART LLC,1300 Washington Blvd,Williamsport,17701,41.2502,-76.9807,1.6094379124341003,8.312375301976465,1.0986122886681098,1.0986122886681098,2,Premium/Super Premium,317
28110,367.41927000000004,2,3,5,6,0.8333333333333334,10,Space Age Travel Center,12981,"Space Age Fuel, Inc",9515 Old Pacific Hwy N,Castle Rock,98611,46.3179,-122.913,1.0986122886681098,5.909221610287876,1.3862943611198906,2.3978952727983707,2,Premium/Super Premium,317
28115,489.19160300000004,1,2,13,13,1,1,Del Prado 76 LLC,14654,Daybreak Del Prado,4532 Del Prado Blvd S,Cape Coral,33904,26.5673,-81.9445,0.6931471805599453,6.194796341204334,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28119,558.360203,3,2,12,12,1,1,Daybreak 7,14658,Daybreak 7,7625 Panama City Beach Pkwy,Panama City Beach,32407,30.1891,-85.768,1.3862943611198906,6.32679363594181,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28120,3334.1378760000002,5,2,82,82,1,1,Daybreak 8,14659,Daybreak 8,820 Canaveral Trce,Middleburg,32068,30.1586,-81.8341,1.791759469228055,8.112269299624097,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28121,345.186824,4,1,10,10,1,1,Drashti inc DBA H T Express #7,14660,H T Express #7,14904 Rankin Ave,Dunlap,37327,35.3617,-85.3945,1.6094379124341003,5.846978583092373,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28122,99.682713,1,1,1,1,1,1,Siesta Marathon,14661,Siesta Marathon,6212 S Tamiami Trl,Sarasota,34231,27.2637,-82.5265,0.6931471805599453,4.611974116666076,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28130,93.31784300000001,1,1,2,2,1,1,national 3 oil llc,14667,National 3 Oil LLC,4709 S Howell Ave,Milwaukee,53207,42.9588,-87.9103,0.6931471805599453,4.546670387010874,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28142,2343.550356,12,6,54,54,1,1,Pickard Street Citgo,14676,Coyne Oil Corporation,914 W. Pickard Street,Mt Pleasant,48858,43.6129,-84.7869,2.5649493574615367,7.759848916652578,1.9459101490553132,0.6931471805599453,2,Premium/Super Premium,317
28144,13.75,1,3,0,1,0,1,ROYSTON SHELL MART LLC,14678,"ROYSTON SHELL MART, LLC",585 Franklin Springs St,Royston,30662,34.2887,-83.1005,0.6931471805599453,2.691243082785829,1.3862943611198906,0.6931471805599453,4,Cigars,45
28146,893.465971,3,6,26,30,0.8666666666666667,1,hubbard gas mart,14680,S&M FUEL,175 Youngstown Hubbard Rd,Hubbard,44425,41.1545,-80.5871,1.3862943611198906,6.796226859743307,1.9459101490553132,0.6931471805599453,2,Premium/Super Premium,317
28150,59.160537,1,1,1,1,1,12,Gordon Market Chevron,14682,SAAB PETROLEUM CORP,110 W Highway 6,Alvin,77511,29.4297,-95.2449,0.6931471805599453,4.097016605798554,0.6931471805599453,2.5649493574615367,1,Premium/Super Premium,14
28151,7.67,1,3,0,1,0,12,Alvin Chevron,14682,SAAB PETROLEUM CORP,1650 Hwy 35 By-Pass South,Alvin,77511,29.4095,-95.2282,0.6931471805599453,2.1598687907924505,1.3862943611198906,2.5649493574615367,4,Cigars,45
28152,1530.4063119999998,1,3,33,56,0.5892857142857143,12,Woodbridge Chevron,14682,SAAB PETROLEUM CORP,10145 S Highway 6,Sugar Land,77498,29.6678,-95.6432,0.6931471805599453,7.333941750389218,1.3862943611198906,2.5649493574615367,2,Premium/Super Premium,317
28157,8.783005,1,1,1,1,1,12,1960 Market Texaco,14682,SAAB PETROLEUM CORP,7807 FM 1960 Bypass Rd W,Humble,77338,30.0049,-95.3084,0.6931471805599453,2.2806466965658285,0.6931471805599453,2.5649493574615367,1,Premium/Super Premium,14
28164,255.05365700000002,1,2,4,4,1,1,ACS Enterprise LLC,14685,ACS Enterprise,619 Saybrook Rd,Middletown,06457,41.5391,-72.6207,0.6931471805599453,5.545387020173293,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28165,210.617712,1,1,4,4,1,1,J-Mart,14686,sms sai inc,350 E Morton Ave,Jacksonville,62650,39.7235,-90.2249,0.6931471805599453,5.354781401585037,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28166,38.202402,1,1,1,1,1,1,Luckymarket,14687,jayjash llc,3510 Cleveland Heights Blvd,Lakeland,33803,28.0002,-81.9482,0.6931471805599453,3.6687380204293536,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28167,1651.162956,6,11,38,40,0.95,1,JAVIER Calix,14688,Ocala Oil Holding,2711 W Silver Springs Blvd,Ocala,34475,29.1869,-82.1692,1.9459101490553132,7.409840590862645,2.4849066497880004,0.6931471805599453,2,Premium/Super Premium,317
28170,53.663388999999995,1,1,1,1,1,1,Fast Foodmart,14692,Nnr Business llc,3420 Winder Hwy,Flowery Branch,30542,34.2194,-83.8625,0.6931471805599453,4.001194180041503,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28171,30.704002000000003,1,1,1,1,1,1,Old Brandon Shell,14693,Old Brandon Shell,206 E Government St,Brandon,39042,32.2728,-89.9849,0.6931471805599453,3.4564429189716543,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28172,34.996998000000005,1,1,1,1,1,1,mobil campbell,14694,campbell food store inc,1781 Ne-8th St,Homestead,33033,25.4775,-80.4538,0.6931471805599453,3.5834355460901746,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28173,231.07018200000002,1,1,3,3,1,1,polk chevron,14695,polk city oil inc,525 Commonwealth Ave SW,Polk City,33868,28.1787,-81.8304,0.6931471805599453,5.447039834540493,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28178,27.96,1,2,1,1,1,1,Bashir & Sons,14699,Bashir & Sons,305 New Haven Ave,Milford,06460,41.2227,-73.0436,0.6931471805599453,3.365915567517516,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28181,5.65,1,3,1,1,1,1,DKN LLC,14702,DKN LLC,3000 SW 9th St,Des Moines,50315,41.5578,-93.6006,0.6931471805599453,1.8946168546677629,1.3862943611198906,0.6931471805599453,1,Premium/Super Premium,14
28183,127.52696600000002,1,1,2,2,1,1,MAXI MART,14704,ASR ENTERPRISES INC,2153 HWY 78 MONROE,Monroe,30655,33.8233,-83.8191,0.6931471805599453,4.856138734459472,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28188,90.83111099999999,2,4,1,2,0.5,2,Chester Store,14689,Chester Store,11504 E Dishman Mica Rd,Spokane Valley,99206,47.6174,-117.25,1.0986122886681098,4.51995113999502,1.6094379124341003,1.0986122886681098,2,Premium/Super Premium,317
28189,845.890644,1,2,20,20,1,2,Ady's Convenience and Carwash,14689,Chester Store,1815 E Seltice Way,Post Falls,83854,47.7111,-116.918,0.6931471805599453,6.741571576517375,1.0986122886681098,1.0986122886681098,1,Premium/Super Premium,14
28190,14.136380999999998,1,1,1,1,1,1,Speedy Mart,14708,S&S newbern inc.,2020 US Highway 17 N,New Bern,28560,35.1558,-77.036,0.6931471805599453,2.717101183768617,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28191,695.378062,8,3,15,16,0.9375,1,h and a gas station,14709,h and a gas station inc,2821 Fort St,Wyandotte,48192,42.204,-83.1798,2.1972245773362196,6.545892705387496,1.3862943611198906,0.6931471805599453,2,Premium/Super Premium,317
28201,472.886734,7,1,8,8,1,1,Plaza 94 LLC,14718,Plaza 94 Inc,16470 W Russell Rd,Wadsworth,60083,42.4879,-87.951,2.0794415416798357,6.1609683353342035,0.6931471805599453,0.6931471805599453,2,Premium/Super Premium,317
28203,49.9928,1,1,1,1,1,1,6950 Batesville Raceway,14720,Batesville Raceway 2 Inc,105 Champion Dr,Batesville,38606,34.3108,-89.9113,0.6931471805599453,3.9316844462874014,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28219,247.909173,4,1,5,5,1,1,star mart,14730,saint moses inc,818 S Main St,Wake Forest,27587,35.9709,-78.5163,1.6094379124341003,5.5170880628527454,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28225,2.49,1,1,0,1,0,138,Store 405,1028,Gas Express LLC / Circle K Atlanta,13315 Old Hammond Hwy,Baton Rouge,70816,30.4464,-91.0341,0.6931471805599453,1.2499017362143359,0.6931471805599453,4.9344739331306915,4,Cigars,45
28236,30.392639000000003,3,4,1,3,0.3333333333333333,138,Store 424,1028,Gas Express LLC / Circle K Atlanta,8967 Jefferson Hwy,Baton Rouge,70809,30.4168,-91.088,1.3862943611198906,3.4465734386803693,1.6094379124341003,4.9344739331306915,4,Cigars,45
28238,49.454145,1,1,1,1,1,138,Store 426,1028,Gas Express LLC / Circle K Atlanta,38507 Highway 30,Baton Rouge,70068,30.3141,-91.1252,0.6931471805599453,3.9210649039796293,0.6931471805599453,4.9344739331306915,1,Premium/Super Premium,14
28240,168.52559,3,1,3,3,1,2,F & M FUEL LLC,10682,Y&T FULL INC,10736 E Jefferson Ave,Detroit,48214,42.3642,-82.9757,1.3862943611198906,5.1330038888764875,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
28243,26.996283000000002,1,1,1,1,1,1,Pump&Munch Naples,14734,Pump&Munch Naples,9995 Tamiami Trl E,Naples,34113,26.0951,-81.7357,0.6931471805599453,3.332071751363143,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28250,19.997847000000004,1,1,1,1,1,1,Norwood Chevron,14739,norwood chevron,3013 12th Ave N,Birmingham,35234,33.5337,-86.8001,0.6931471805599453,3.044419908657974,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28255,5.00036,1,1,1,1,1,1,ROCKY TOP MARATHON,14744,ROCY TOP MARATHON,411 N Main St,Rocky Top,37769,36.227,-84.1575,0.6931471805599453,1.791819467428127,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28257,202.01657,1,1,4,4,1,1,j&s food mart,14747,j&s food mart,2224 Thompson Bridge Rd,Gainesville,30501,34.3337,-83.8422,0.6931471805599453,5.313287601326362,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28259,122.811226,2,1,2,2,1,1,hog mountain food mart,14749,fifa5 Enterprise LLc,4841 Hog Mountain Rd,Flowery Branch,30542,34.1752,-83.9105,1.0986122886681098,4.81875803465318,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28260,44.734065,1,1,1,1,1,1,ROCKY TOP 76,14750,jai maa kali llc,3630 Lake City Hwy,Rocky Top,37769,36.2018,-84.1437,0.6931471805599453,3.822843425037974,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28261,4.38,1,2,0,1,0,1,Eknoor Inc,14751,Eknoor INC,1260 E Lake St,Hanover Park,60133,41.9792,-88.1358,0.6931471805599453,1.682688374173693,1.0986122886681098,0.6931471805599453,4,Cigars,45
28264,162.52015,1,2,3,3,1,1,Mini Foodie Store,14753,Thapa Family LLC,4696 S Federal Blvd,Englewood,80110,39.6318,-105.025,0.6931471805599453,5.096936224333901,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28276,32.815058,1,1,1,1,1,2,Allstar Mart,14765,Allstar Mart llc,8920 Maynardville Pike,Knoxville,37938,36.1465,-83.9126,0.6931471805599453,3.5209062062405736,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
28279,40.002151000000005,1,1,1,1,1,1,a1stepandsave,14768,a1stepandsave,403 N Mercey Springs Rd,Los Banos,93635,37.0741,-120.836,0.6931471805599453,3.7136245287427854,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28283,121.627977,1,2,3,3,1,1,EMBASSY FOOD & GAS,14771,EMBASSY FOOD & GAS,6618 Embassy Blvd,Port Richey,34668,28.2932,-82.7049,0.6931471805599453,4.809155194858933,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
28288,524.546519,5,1,9,9,1,1,Hop In #2,14776,Sunlight Floydada LLC,102 S 2nd St,Floydada,79235,33.9851,-101.341,1.791759469228055,6.264438709710181,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28289,2.5900000000000003,1,2,0,1,0,2,Valero - EG,14777,"Pacific Fuel & Auto Service, Inc.",8999 Elk Grove Blvd,Elk Grove,95624,38.4092,-121.367,0.6931471805599453,1.2781522025001877,1.0986122886681098,1.0986122886681098,4,Cigars,45
28297,75.00413699999999,1,1,1,1,1,15,Hwy 22 Chevron,14780,B&B Petroleum,3809 Highway 22,Mandeville,70471,30.3956,-90.0925,0.6931471805599453,4.330787773015369,0.6931471805599453,2.772588722239781,1,Premium/Super Premium,14
28300,24.869016000000002,1,3,1,1,1,15,Marshall Richardson Chevron,14780,B&B Petroleum,103 Marshall Richardson Rd,Bogalusa,70427,30.7584,-89.8696,0.6931471805599453,3.253045959139014,1.3862943611198906,2.772588722239781,1,Premium/Super Premium,14
28303,28.456714,1,1,2,2,1,15,Hwy 10 Chevron,14780,B&B Petroleum,63227 Highway 10,Bogalusa,70427,30.7932,-89.8303,0.6931471805599453,3.3829218637406755,0.6931471805599453,2.772588722239781,1,Premium/Super Premium,14
28304,8072.551587,2,5,122,123,0.991869918699187,15,Airline Chevron,14780,B&B Petroleum,181 W Airline Hwy,Kenner,70062,29.9792,-90.2791,1.0986122886681098,8.99634876197117,1.791759469228055,2.772588722239781,2,Premium/Super Premium,317
28308,8.221944,1,1,1,1,1,15,Robert Chevron,14780,B&B Petroleum,42763 Highway 445,Ponchatoula,70454,30.4754,-90.3327,0.6931471805599453,2.2215858613305963,0.6931471805599453,2.772588722239781,1,Premium/Super Premium,14
28309,189.395702,2,2,4,4,1,15,Juban Chevron,14780,B&B Petroleum,27750 Juban Rd,Denham Springs,70726,30.4683,-90.9179,1.0986122886681098,5.249104548573067,1.0986122886681098,2.772588722239781,1,Premium/Super Premium,14
28315,10.552095,1,1,1,1,1,1,FUEL ZONE,14785,FUEL ZONE,5981 Savannah Hwy,Ravenel,29470,32.7785,-80.2322,0.6931471805599453,2.4468668058008665,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28316,80.076627,1,1,1,1,1,1,B&jGrocery,14786,Petals Inc,44192 HWY 445,ROBERT,70455,30.5016,-90.344,0.6931471805599453,4.395394719830446,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28317,1889.3793580000001,18,7,164,132,1.2424242424242424,1,agfagasinc,14787,agfagasinc,47407 7 Mile Rd,Northville,48167,42.4228,-83.5146,2.9444389791664403,7.54453280643094,2.0794415416798357,0.6931471805599453,2,Premium/Super Premium,317
28318,1504.890465,20,1,26,26,1,10,Site 101,14390,Retail Management Inc,2350 N Main St,Junction,76849,30.5068,-99.7758,3.044522437723423,7.317139673310991,0.6931471805599453,2.3978952727983707,3,Water,96
28323,12.360000000000001,1,5,1,1,1,1,Irwin Corner Store,14792,Irwin Corner Strore,502 N Irwin St,Hanford,93230,36.3303,-119.648,0.6931471805599453,2.5922651681085,1.791759469228055,0.6931471805599453,1,Premium/Super Premium,14
28324,3,1,1,0,1,0,1,One Stop,14793,One Stop Gas and Food Inc.,714 Walnut St,Red Bluff,96080,40.1763,-122.24,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,4,Cigars,45
28325,265.85278500000004,3,1,4,4,1,1,aml gas inc,14794,Aml gas inc,9101 Woodward Ave,Detroit,48202,42.3829,-83.0822,1.3862943611198906,5.586697139300348,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28326,29.999574000000003,1,1,1,1,1,1,bp food mart,14795,dikshu go lucky inc,3610 White Sulphur Rd,Gainesville,30501,34.3486,-83.7592,0.6931471805599453,3.433973462455241,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28327,219.86011000000002,2,1,5,5,1,2,Rons Mart,14765,Allstar Mart llc,1615 S Roane St,Harriman,37748,35.9125,-84.5816,1.0986122886681098,5.397529514671926,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
28328,11.681079,1,1,1,1,1,1,White Ln Shell,14796,"White DJY, Inc.",2600 White Ln,Bakersfield,93304,35.3181,-119.033,0.6931471805599453,2.5401110400259608,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28333,9.17,1,2,2,1,2,2,stateline market 2,14802,stateline market 2,3950 Highway 19 E,Elizabethton,37643,36.3149,-82.199,0.6931471805599453,2.3194422100604686,1.0986122886681098,1.0986122886681098,1,Premium/Super Premium,14
28334,40.511782,1,1,1,1,1,4,KB4 Gas&Food,2152,Cass gas food inc.,5149 W 79th St,Burbank,60459,41.7486,-87.7507,0.6931471805599453,3.7259772905581054,0.6931471805599453,1.6094379124341003,1,Premium/Super Premium,14
28335,1138.75218,5,5,33,33,1,1,Sunoco Food Mart,14803,Intra Petroleum LLC,10095 US Highway 1 S,Saint Augustine,32086,29.6602,-81.2876,1.791759469228055,7.0385661317918755,1.791759469228055,0.6931471805599453,2,Premium/Super Premium,317
28336,32.934441,1,1,1,1,1,1,Haddies 2,14804,Df Durango LLC,7709 N El Capitan Way,Las Vegas,89143,36.3032,-115.285,0.6931471805599453,3.524430457351709,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28341,5.18,1,2,0,1,0,1,Laguna Oil,14807,Laguna Oil,104 N Coast Hwy,Laguna Beach,92651,33.5439,-117.788,0.6931471805599453,1.8213182714695995,1.0986122886681098,0.6931471805599453,4,Cigars,45
28345,71.174565,1,1,1,1,1,7,Lillian Chevron,14811,Lillian Chevron,33780 US HWY 98,Lillian,36549,30.4117,-87.4506,0.6931471805599453,4.2790876985131705,0.6931471805599453,2.0794415416798357,1,Premium/Super Premium,14
28346,133.51891,2,1,2,2,1,1,quik mart,14812,quikmart,1813 Wright Blvd,Conway,29527,33.8384,-79.0737,1.0986122886681098,4.901704783954911,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28347,0.99,1,1,1,1,1,1,Smoker Paradise Next Generation,14813,Smokers Paradise Next Generation,1280 W Henderson Ave,Porterville,93257,36.0806,-119.045,0.6931471805599453,0.688134638736401,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28349,298.626861,3,8,9,10,0.9,5,Nuvu Fuels #3,4775,"NUVUFUELS MICHIGAN, LLC",1578 US Highway 31 S,Manistee,49660,44.2262,-86.3106,1.3862943611198906,5.702537903832464,2.1972245773362196,1.791759469228055,2,Premium/Super Premium,317
28359,26.675714,1,1,1,1,1,1,on the fly,14817,TL Enterprise LLC,2836 E Waterloo Rd,Akron,44312,41.0306,-81.4282,0.6931471805599453,3.320555277719895,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
28360,5014.442415,9,2,132,132,1,1,goddard,14819,Goddard,10974 Telegraph Rd,Taylor,48180,42.2269,-83.2699,2.302585092994046,8.520276914849992,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28366,658.480672,3,2,18,18,1,1,Sunoco,14824,A-Jays Distributors LLC,300 E Main Street,Terre Hill,17581,40.156,-76.0445,1.3862943611198906,6.491452664677113,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28367,3524.050533,29,6,52,61,0.8524590163934426,449,102382 Allsups,7423,Allsups Convenience Stores,2601 S Oak Ave,Mineral Wells,76067,32.7886,-98.1101,3.4011973816621555,8.167650050746452,1.9459101490553132,6.1092475827643655,3,Water,96
28368,3503.632635,25,2,53,53,1,449,102424 Allsups,7423,Allsups Convenience Stores,112 S FM 113,Millsap,76066,32.7483,-98.0107,3.258096538021482,8.161840982277985,1.0986122886681098,6.1092475827643655,3,Water,96
28369,5681.919993,43,10,93,101,0.9207920792079208,449,102412 Allsups,7423,Allsups Convenience Stores,701 West Highway 199,Springfield,76082,32.9597,-97.6719,3.784189633918261,8.645220462894308,2.3978952727983707,6.1092475827643655,3,Water,96
28371,6625.630739,7,9,146,149,0.9798657718120806,1,SUNSHINE 294,14825,Sunshine 294,1240 N Orlando Ave,Winter Park,32789,28.6102,-81.3649,2.0794415416798357,8.798851769847678,2.302585092994046,0.6931471805599453,2,Premium/Super Premium,317
28374,34.559656,2,3,2,2,1,22,Chepachet Gas & Market,4333,Yatco Energy,1163 Putnam Pike,Chepachet,02814,41.9135,-71.6694,1.0986122886681098,3.571211736808136,1.3862943611198906,3.1354942159291497,1,Premium/Super Premium,14
28376,21.54,2,4,2,2,1,1,kountry kupboard,14829,kountry kupboard,2339 Highway 43 S,Leoma,38468,35.1949,-87.3401,1.0986122886681098,3.11529150861163,1.6094379124341003,0.6931471805599453,1,Premium/Super Premium,14
28378,1041.175749,14,2,18,18,1,1,shallowater truck stop,14831,shallowater truck stop,7411 Highway 84,Shallowater,79363,33.6725,-101.98,2.70805020110221,6.949065873158138,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28379,387.64947900000004,4,2,10,10,1,1,nicks petroleum,14832,nicks sunoco,10005 W Warren Ave,Dearborn,48126,42.3444,-83.1578,1.6094379124341003,5.962677855137572,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
28382,38.986948999999996,1,2,1,1,1,7,Travelers Food Mart,14811,Lillian Chevron,27960 US Highway 98,Elberta,36530,30.4141,-87.5482,0.6931471805599453,3.6885531258746678,1.0986122886681098,2.0794415416798357,1,Premium/Super Premium,14
28383,15.34,1,2,0,1,0,7,Shell Merri Mart 321,14811,Lillian Chevron,25941 US Highway 98,Elberta,36530,30.4148,-87.582,0.6931471805599453,2.7936160894318567,1.0986122886681098,2.0794415416798357,4,Cigars,45
28385,77.12,1,1,0,1,0,1,Baker Beverage,14834,Hamro Inc,7457 Baker Blvd,Richland Hills,76118,32.8096,-97.2166,0.6931471805599453,4.358246106008478,0.6931471805599453,0.6931471805599453,4,Cigars,45
28391,15.479814000000001,1,3,1,1,1,1,Beyond Food Mart,14838,2240 Company Inc,2240 Compton Ave,Corona,92881,33.8449,-117.537,0.6931471805599453,2.802136238009867,1.3862943611198906,0.6931471805599453,1,Premium/Super Premium,14
