invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,date,time,payment,cogs,rating
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,3/20/2019,19:17:00,Ewallet,461.31961732762596,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,1/4/2019,13:24:00,Credit card,136.95011956630563,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,3/11/2019,15:53:00,Cash,206.05971114147977,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,3/22/2019,15:05:00,Credit card,19.105467054885473,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,3/24/2019,18:27:00,Cash,123.04654305229306,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,2/21/2019,16:55:00,Cash,283.45368294467954,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,2/12/2019,12:58:00,Ewallet,759.806809010665,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,3/10/2019,18:59:00,Credit card,173.89122260389684,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,1/31/2019,13:44:00,Ewallet,271.4778857897831,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,3/6/2019,13:46:00,Ewallet,437.2278736733492,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2/17/2019,18:06:00,Cash,59.971477254260165,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,2/21/2019,12:38:00,Cash,11.896251641459797,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,3/20/2019,15:56:00,Cash,86.50864998605002,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,1/11/2019,14:29:00,Credit card,174.85038450857817,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,1/26/2019,19:14:00,Ewallet,622.5334549635198,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,1/31/2019,16:24:00,Ewallet,148.18759512295514,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,2/26/2019,10:52:00,Cash,544.3812942332761,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,3/11/2019,12:55:00,Ewallet,506.78312841905665,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,1/26/2019,19:28:00,Cash,164.71255838368648,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,3/12/2019,13:52:00,Credit card,31.82970453515831,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,2/11/2019,10:54:00,Cash,757.0739002892859,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,2/21/2019,18:31:00,Cash,295.176843582878,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,3/9/2019,18:24:00,Ewallet,519.1730935580499,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,1/20/2019,18:09:00,Ewallet,189.2120920539763,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,1/28/2019,15:16:00,Credit card,85.11012857553945,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,3/5/2019,17:07:00,Credit card,220.4536989839361,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3/2/2019,19:26:00,Cash,65.0431247354691,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,1/11/2019,11:20:00,Ewallet,90.16088671638795,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,1/11/2019,16:49:00,Credit card,224.4397940473482,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,3/11/2019,12:01:00,Credit card,118.63787960720214,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,2/28/2019,18:37:00,Credit card,186.58215676182994,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,1/5/2019,11:25:00,Cash,249.5172068159123,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,2/2/2019,18:42:00,Credit card,749.400182472068,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,1/1/2019,14:47:00,Cash,379.9049605965435,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,2/9/2019,19:43:00,Cash,243.8595805241455,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,1/23/2019,14:04:00,Ewallet,91.16306813088472,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,1/7/2019,16:11:00,Credit card,311.07010015385083,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,1/14/2019,19:06:00,Credit card,512.7992467524475,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,2/2/2019,15:34:00,Ewallet,419.6947370524321,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,3/17/2019,19:06:00,Credit card,350.358463627478,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,3/2/2019,19:44:00,Credit card,28.635283734736394,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,3/16/2019,11:22:00,Cash,96.0956922350345,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,1/6/2019,11:23:00,Cash,470.70218810743563,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,1/29/2019,14:12:00,Cash,129.4551247735266,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,1/31/2019,10:46:00,Credit card,65.97448099816951,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,2/5/2019,10:16:00,Ewallet,156.36497109273495,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,2/13/2019,12:38:00,Ewallet,129.60299924885527,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,2/7/2019,13:05:00,Credit card,263.02097057535906,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,3/19/2019,13:25:00,Ewallet,676.8754154847934,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3/7/2019,14:53:00,Ewallet,65.97819713501589,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,3/13/2019,19:22:00,Cash,153.43335530053926,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,2/9/2019,11:00:00,Cash,221.89977091973842,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2/26/2019,19:24:00,Ewallet,54.55569867220242,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,3/12/2019,12:43:00,Credit card,688.9683073693581,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,3/14/2019,17:22:00,Credit card,141.20177264580576,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,1/8/2019,20:55:00,Cash,746.8621168632542,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,1/5/2019,16:05:00,Credit card,283.3331708515261,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,1/4/2019,13:34:00,Ewallet,355.2032106275607,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,3/6/2019,18:13:00,Ewallet,336.54882479208675,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,1/3/2019,19:17:00,Cash,42.5632653683939,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,1/7/2019,11:44:00,Credit card,193.23019854324,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1/27/2019,15:51:00,Cash,25.969655846113326,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,2/26/2019,16:52:00,Ewallet,597.1515924176224,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,1/7/2019,20:52:00,Cash,335.0783265010694,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,1/7/2019,17:36:00,Cash,218.7073131984379,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,2/2/2019,13:23:00,Ewallet,381.28183261779554,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,3/20/2019,16:28:00,Cash,711.0979809422374,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,3/20/2019,19:57:00,Credit card,441.7065839741865,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,2/15/2019,17:01:00,Credit card,561.9264366111843,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,3/6/2019,13:29:00,Credit card,34.4797523660411,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,1/6/2019,11:09:00,Cash,14.052156030134014,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,3/4/2019,15:02:00,Ewallet,598.3188203400122,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,3/12/2019,14:21:00,Cash,189.93682310578373,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,2/20/2019,18:01:00,Cash,333.7364849277965,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3/24/2019,14:49:00,Cash,75.08045371991281,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,1/31/2019,12:02:00,Cash,214.75464897593747,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,1/25/2019,13:30:00,Credit card,339.6593761234907,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,2/3/2019,14:38:00,Cash,665.4529812601414,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,1/24/2019,17:37:00,Credit card,403.60307776024536,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,3/14/2019,17:20:00,Ewallet,195.33343511055355,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,2/18/2019,20:29:00,Cash,62.83385525974058,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,1/21/2019,10:00:00,Cash,72.9939093797466,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,3/13/2019,11:46:00,Ewallet,181.96719432929032,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,3/3/2019,13:42:00,Cash,261.30002747241184,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,3/29/2019,14:44:00,Cash,115.17344810471252,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,1/10/2019,14:16:00,Ewallet,469.3850697382588,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,1/25/2019,15:54:00,Cash,239.55924860993474,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,1/19/2019,10:21:00,Cash,88.48743912963657,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,1/2/2019,18:09:00,Credit card,199.90627846243856,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,3/12/2019,16:46:00,Credit card,39.18822236496493,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2/25/2019,15:31:00,Cash,49.1589854557135,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,3/18/2019,17:15:00,Credit card,205.0637355809206,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,2/23/2019,12:29:00,Cash,120.09253780038726,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,3/26/2019,20:14:00,Ewallet,505.27310687161776,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,3/30/2019,13:22:00,Cash,280.9594226831219,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,2/17/2019,17:09:00,Cash,709.337252955489,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3/21/2019,10:40:00,Ewallet,76.80742596061143,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,3/5/2019,17:43:00,Cash,164.11448761780005,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,1/31/2019,14:04:00,Cash,479.75740929640426,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,2/5/2019,19:05:00,Ewallet,138.34612573965802,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,2/1/2019,10:08:00,Credit card,71.40579392678063,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,3/7/2019,13:12:00,Cash,139.40004292476448,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,2/10/2019,20:51:00,Cash,783.1162962413623,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,2/14/2019,17:29:00,Cash,198.00040921359087,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,2/9/2019,10:25:00,Cash,63.82419938162179,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,1/10/2019,11:34:00,Cash,373.44833286683803,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,3/11/2019,18:58:00,Credit card,208.91092241707406,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,2/18/2019,16:28:00,Ewallet,177.29172539029327,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,2/26/2019,20:26:00,Cash,206.4763044258131,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1/18/2019,15:08:00,Cash,38.822894616807176,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,2/15/2019,18:03:00,Ewallet,90.66353689722784,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,3/8/2019,13:21:00,Cash,309.24732113330487,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,1/17/2019,12:48:00,Credit card,129.41112454401548,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,3/12/2019,19:53:00,Ewallet,389.65470688167267,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,3/9/2019,19:09:00,Cash,498.71809507129586,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,3/12/2019,16:30:00,Cash,376.77451350957654,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,1/25/2019,10:11:00,Credit card,204.76295128383833,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,3/25/2019,13:07:00,Cash,143.73700695345974,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,2/7/2019,18:48:00,Cash,199.15645818142295,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,2/17/2019,17:27:00,Credit card,98.5776671601462,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,2/3/2019,15:59:00,Cash,384.4333507475724,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,3/14/2019,11:21:00,Credit card,47.44505138214034,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3/24/2019,13:48:00,Ewallet,74.27302865763205,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,3/21/2019,10:17:00,Credit card,142.90512056585447,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,3/19/2019,15:49:00,Ewallet,687.1426518638785,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,2/24/2019,13:02:00,Cash,349.7223837891371,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,3/28/2019,12:58:00,Credit card,142.08834834322207,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,2/5/2019,15:26:00,Credit card,384.8053214438628,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,2/10/2019,18:23:00,Credit card,144.92904496933537,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,3/5/2019,19:06:00,Ewallet,393.34284824508353,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,2/15/2019,20:21:00,Cash,537.9096017258435,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,1/30/2019,16:24:00,Ewallet,484.491511514742,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,2/14/2019,15:04:00,Cash,133.9702268354607,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,2/27/2019,16:10:00,Ewallet,700.8511414171334,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,2/4/2019,12:14:00,Cash,71.05122660408408,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,1/20/2019,10:13:00,Cash,714.7086402771628,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,3/28/2019,17:38:00,Cash,182.9546602015978,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,2/27/2019,11:06:00,Credit card,134.94050069745438,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,2/15/2019,14:53:00,Credit card,991.966884789721,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,1/26/2019,18:22:00,Cash,361.8744772563897,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,3/14/2019,19:02:00,Credit card,384.1304937574606,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,3/2/2019,14:16:00,Cash,240.35448453818395,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,3/4/2019,15:44:00,Cash,31.73238278271954,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,1/7/2019,12:20:00,Credit card,354.2926788687511,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,3/8/2019,20:01:00,Credit card,375.4083139855838,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,1/9/2019,13:45:00,Cash,954.9530298706846,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,3/1/2019,15:40:00,Ewallet,82.78126069676026,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3/16/2019,16:58:00,Cash,73.365785864492,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,2/17/2019,11:12:00,Credit card,645.5155580308314,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,2/27/2019,15:12:00,Cash,756.2358512134875,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,3/7/2019,20:37:00,Ewallet,199.72788682328533,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,1/21/2019,17:44:00,Cash,439.3418681721206,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,2/19/2019,16:23:00,Cash,164.9930880881693,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,1/6/2019,12:12:00,Cash,326.15210284117603,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,3/14/2019,19:33:00,Cash,463.6356399213357,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,3/24/2019,10:29:00,Cash,265.3528506310665,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,1/27/2019,14:28:00,Cash,142.5378595354175,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,3/6/2019,12:46:00,Credit card,192.90362252703153,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,2/2/2019,19:40:00,Cash,181.8598368395282,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,1/25/2019,19:39:00,Credit card,121.83619502243756,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,3/14/2019,17:54:00,Ewallet,419.16013565320037,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,1/29/2019,12:25:00,Cash,251.68006143379256,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,1/3/2019,16:47:00,Credit card,334.5370836505908,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,1/14/2019,12:52:00,Ewallet,484.384976553647,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,1/5/2019,19:50:00,Credit card,319.18203417690154,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,2/22/2019,18:17:00,Ewallet,667.8107481058646,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,2/6/2019,17:20:00,Ewallet,388.37017322872504,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,1/30/2019,13:32:00,Credit card,94.4149152970548,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,1/11/2019,10:37:00,Credit card,329.2053115590539,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,3/19/2019,14:35:00,Cash,53.29270731453336,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,1/14/2019,12:09:00,Cash,497.0111892998526,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,3/1/2019,15:32:00,Ewallet,298.42171261696717,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,1/6/2019,13:58:00,Ewallet,205.29214895366792,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,1/31/2019,13:19:00,Cash,76.1351450812091,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,3/11/2019,13:37:00,Cash,280.40378771646897,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,2/20/2019,16:49:00,Credit card,323.26409648465165,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,1/27/2019,14:55:00,Ewallet,486.5074653192179,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,3/10/2019,14:04:00,Credit card,126.03898695780936,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,2/15/2019,12:31:00,Cash,240.4369607677331,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,1/26/2019,14:51:00,Cash,378.6419216880585,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,2/13/2019,18:27:00,Ewallet,76.28390833622596,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,3/9/2019,12:45:00,Credit card,521.1372795314649,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3/6/2019,10:36:00,Ewallet,79.08735928302482,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,1/24/2019,20:36:00,Ewallet,388.9854649905773,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,3/13/2019,14:16:00,Ewallet,272.8301996855216,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,3/15/2019,10:26:00,Cash,122.133042755209,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,3/5/2019,13:30:00,Credit card,247.04035990121216,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,3/4/2019,16:28:00,Cash,172.79247596438827,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,3/25/2019,20:18:00,Credit card,235.56097947554423,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,3/12/2019,20:04:00,Credit card,184.28172979586225,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,2/4/2019,13:38:00,Ewallet,14.024152094570765,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,2/22/2019,10:43:00,Ewallet,199.86489800456917,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,2/16/2019,17:30:00,Ewallet,684.7441369156662,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,1/19/2019,15:28:00,Credit card,269.2373451693224,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,1/11/2019,19:07:00,Credit card,67.70239328234973,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,1/4/2019,19:01:00,Cash,274.556318119267,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,3/4/2019,19:48:00,Ewallet,225.90427714894497,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,1/28/2019,19:24:00,Ewallet,117.9056565174448,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,1/2/2019,13:00:00,Cash,340.92968138823846,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,1/25/2019,14:29:00,Ewallet,43.859396922282954,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,1/4/2019,13:21:00,Cash,105.34367541446332,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3/10/2019,18:55:00,Ewallet,76.99237395301827,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,3/22/2019,19:36:00,Ewallet,406.8125353203533,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,1/25/2019,16:28:00,Ewallet,95.96750391106676,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,1/8/2019,13:48:00,Credit card,181.84105157938723,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,1/22/2019,10:57:00,Ewallet,82.56836488290293,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,1/12/2019,17:13:00,Ewallet,113.11119622790837,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,2/4/2019,10:23:00,Cash,176.46896159852108,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,3/28/2019,13:57:00,Ewallet,114.44187698488804,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,1/23/2019,13:29:00,Cash,251.40028342855976,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,2/8/2019,13:00:00,Credit card,971.9830956105773,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,3/19/2019,19:42:00,Credit card,203.91830640791517,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,3/9/2019,15:36:00,Cash,15.336870854510618,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,1/2/2019,13:40:00,Cash,365.5718454075001,7
