invoice_id,city,customer_type,gender,product_line,unit_price,quantity,measure_date,measure_time,payment,rating,branch,tax_5_percent,total,cogs,gross_income,gross_margin_percentage
761-56-7543,Yangon,Normal,Male,Fashion accessories,11.64,9,2017-07-23,19:00:00,Ewallet,9.3,A,5.238,109.998,84.3,NA,NA
723-87-1193,Yangon,Normal,Female,Fashion accessories,29.78,20,2017-03-17,12:00:00,Ewallet,4.4,A,29.78,625.38,530.76,NA,NA
831-30-7410,Yangon,Member,Male,Health and beauty,37.82,7,2017-12-27,16:00:00,Credit card,5.3,A,13.237,277.977,188.09,76,28
620-66-1848,Mandalay,Member,Female,Electronic accessories,91.79,14,2017-09-12,16:00:00,Ewallet,8,B,64.253,1349.313,661.15,NA,NA
542-61-4883,Yangon,Normal,Male,Electronic accessories,34.2,7,2017-04-29,11:00:00,Cash,4.3,A,11.97,251.37,129.19,110,46
349-59-3107,Mandalay,Normal,Female,Sports and travel,41.76,13,2017-03-19,11:00:00,Credit card,8.4,B,27.144,570.024,337.39,205,37
302-51-9175,Mandalay,Member,Male,Electronic accessories,79.47,14,2017-09-10,18:00:00,Ewallet,4.1,B,55.629,1168.209,557.03,NA,NA
629-25-7917,Yangon,Member,Female,Sports and travel,15.16,7,2017-07-22,10:00:00,Cash,10,A,5.306,111.426,87.87,18,17
402-92-2433,Naypyitaw,Member,Female,Electronic accessories,52.7,1,2017-04-20,14:00:00,Ewallet,8.3,C,2.635,55.335,30.63,NA,NA
337-68-7624,Mandalay,Member,Female,Fashion accessories,26.45,12,2017-10-10,11:00:00,Cash,9.9,B,15.87,333.27,260.02,57,18
657-38-5772,Mandalay,Normal,Female,Sports and travel,80.14,4,2017-05-19,19:00:00,Ewallet,5.1,B,16.028,336.588,244.52,NA,NA
851-59-2723,Mandalay,Normal,Male,Electronic accessories,17.99,17,2017-06-20,13:00:00,Cash,8,B,15.2915,321.1215,171.87,133,43
320-95-4963,Naypyitaw,Normal,Female,Home and lifestyle,50.35,1,2017-10-08,17:00:00,Ewallet,9.5,C,2.5175,52.8675,40.5,NA,NA
372-76-2121,Naypyitaw,Normal,Female,Fashion accessories,44.51,20,2017-09-23,17:00:00,Ewallet,6.3,C,44.51,934.71,678.03,NA,NA
311-69-5455,Yangon,Member,Female,Fashion accessories,30.96,18,2017-12-05,18:00:00,Cash,7.1,A,27.864,585.144,345.58,211,37
442-39-9386,Naypyitaw,Member,Male,Food and beverages,22.13,15,2017-12-06,17:00:00,Ewallet,5.4,C,16.5975,348.5475,166.81,NA,NA
804-94-2204,Mandalay,Normal,Male,Electronic accessories,76.89,6,2017-12-11,16:00:00,Credit card,6.4,B,23.067,484.407,363.5,97,21
358-53-1856,Naypyitaw,Normal,Male,Health and beauty,42.89,18,2017-07-02,13:00:00,Credit card,6.7,C,38.601,810.621,632.74,139,18
931-22-3618,Naypyitaw,Normal,Female,Fashion accessories,79.34,7,2017-02-01,16:00:00,Cash,4.1,C,27.769,583.149,470.59,84,15
101-75-5849,Naypyitaw,Normal,Female,Food and beverages,96.11,6,2017-12-14,16:00:00,Credit card,10,C,28.833,605.493,504.14,72,12
964-43-2916,Naypyitaw,Normal,Female,Health and beauty,42.98,3,2017-04-02,18:00:00,Cash,9.6,C,6.447,135.387,111.88,17,13
886-89-7413,Yangon,Normal,Female,Home and lifestyle,21.52,2,2017-12-17,17:00:00,Ewallet,7.5,A,2.152,45.192,33.84,NA,NA
932-30-4367,Naypyitaw,Normal,Male,Fashion accessories,17.62,3,2017-11-22,15:00:00,Credit card,7.9,C,2.643,55.503,33.35,19,36
976-32-2326,Mandalay,Normal,Male,Electronic accessories,86.6,4,2017-10-07,19:00:00,Cash,9.4,B,17.32,363.72,201.87,144,41
769-11-7528,Naypyitaw,Normal,Female,Health and beauty,92.99,11,2017-05-06,15:00:00,Cash,5.5,C,51.1445,1074.0345,580.47,442,43
281-34-6209,Yangon,Member,Male,Sports and travel,89.89,12,2017-07-05,13:00:00,Credit card,4.1,A,53.934,1132.614,782.73,295,27
452-95-9429,Mandalay,Normal,Male,Health and beauty,32.81,4,2017-06-10,14:00:00,Credit card,8.2,B,6.562,137.802,70.16,61,46
486-45-8854,Yangon,Member,Female,Home and lifestyle,61.91,1,2017-11-04,18:00:00,Credit card,9.8,A,3.0955,65.0055,37.31,24,39
769-50-2931,Mandalay,Member,Female,Health and beauty,89.19,18,2017-11-03,12:00:00,Credit card,6,B,80.271,1685.691,1349.33,256,15
563-43-9356,Naypyitaw,Member,Female,Health and beauty,93.13,6,2017-10-30,14:00:00,Ewallet,7.4,C,27.939,586.719,327.07,NA,NA
141-56-1558,Naypyitaw,Member,Female,Sports and travel,90.14,11,2017-10-18,17:00:00,Credit card,8.5,C,49.577,1041.117,758.76,232,23
728-18-5722,Mandalay,Normal,Female,Home and lifestyle,66.14,4,2017-05-21,13:00:00,Ewallet,8.7,B,13.228,277.788,216.26,NA,NA
616-43-4933,Naypyitaw,Normal,Female,Health and beauty,82.38,13,2017-06-20,19:00:00,Credit card,7.1,C,53.547,1124.487,962.71,108,10
383-41-9110,Naypyitaw,Normal,Male,Home and lifestyle,21.84,5,2017-11-16,17:00:00,Ewallet,5.7,C,5.46,114.66,69.66,NA,NA
748-82-1134,Mandalay,Member,Female,Electronic accessories,64.09,13,2017-11-03,16:00:00,Cash,9.9,B,41.6585,874.8285,628.76,204,24
652-32-2220,Naypyitaw,Normal,Female,Sports and travel,45.94,13,2017-09-13,16:00:00,Credit card,4.4,C,29.861,627.081,499.47,97,16
356-30-3348,Yangon,Normal,Male,Fashion accessories,64.17,7,2017-02-14,10:00:00,Ewallet,9.6,A,22.4595,471.6495,267.63,NA,NA
982-46-9068,Naypyitaw,Normal,Female,Electronic accessories,88.57,19,2017-08-19,13:00:00,Cash,8.4,C,84.1415,1766.9715,1131.49,551,32
969-53-4266,Mandalay,Normal,Female,Home and lifestyle,14.32,12,2017-12-15,15:00:00,Credit card,4.8,B,8.592,180.432,124.16,47,27
536-75-1546,Naypyitaw,Normal,Female,Sports and travel,23.67,14,2017-08-25,11:00:00,Credit card,7.6,C,16.569,347.949,254.74,76,23
821-66-6617,Naypyitaw,Normal,Male,Home and lifestyle,85.24,18,2017-04-26,13:00:00,Cash,4.2,C,76.716,1611.036,1188.9,345,22
749-42-3664,Naypyitaw,Normal,Female,Home and lifestyle,66.42,15,2017-03-25,17:00:00,Credit card,9.6,C,49.815,1046.115,673.86,322,32
913-78-5481,Yangon,Normal,Male,Electronic accessories,75.14,30,2017-11-12,10:00:00,Credit card,4.1,A,112.71,2366.91,1688.69,565,25
819-88-2589,Yangon,Member,Female,Home and lifestyle,32,18,2017-08-14,16:00:00,Ewallet,9.5,A,28.8,604.8,311.66,NA,NA
650-36-4752,Mandalay,Normal,Male,Home and lifestyle,26.45,6,2017-06-29,10:00:00,Ewallet,7.6,B,7.935,166.635,110,NA,NA
349-34-5479,Mandalay,Member,Male,Home and lifestyle,29.41,3,2017-08-13,12:00:00,Ewallet,6.7,B,4.4115,92.6415,74.29,NA,NA
844-91-9563,Yangon,Normal,Male,Sports and travel,58.2,11,2017-03-16,11:00:00,Cash,5.1,A,32.01,672.21,520.17,120,18
365-25-1977,Naypyitaw,Normal,Female,Food and beverages,10.16,15,2017-06-29,10:00:00,Cash,4.3,C,7.62,160.02,96.05,56,36
125-78-4347,Naypyitaw,Member,Male,Electronic accessories,78.45,6,2017-02-27,18:00:00,Cash,7.3,C,23.535,494.235,316.52,154,32
130-71-7453,Yangon,Member,Male,Electronic accessories,25.9,5,2017-12-11,13:00:00,Credit card,8.1,A,6.475,135.975,94.4,35,27
949-83-9369,Yangon,Normal,Female,Sports and travel,88.42,10,2017-01-28,14:00:00,Credit card,9,A,44.21,928.41,555.91,328,37
508-97-9871,Naypyitaw,Normal,Male,Home and lifestyle,87.77,13,2017-08-30,15:00:00,Ewallet,8,C,57.0505,1198.0605,571.84,NA,NA
646-95-4786,Mandalay,Member,Female,Electronic accessories,90.34,16,2017-01-07,10:00:00,Credit card,7.3,B,72.272,1517.712,872.83,572,39
894-28-6200,Naypyitaw,Normal,Male,Home and lifestyle,93.79,10,2017-12-11,11:00:00,Ewallet,6.3,C,46.895,984.795,622.39,NA,NA
395-77-6910,Mandalay,Normal,Female,Food and beverages,69.65,13,2017-09-16,12:00:00,Ewallet,7,B,45.2725,950.7225,479.32,NA,NA
743-92-3689,Naypyitaw,Member,Male,Sports and travel,24,11,2017-10-09,12:00:00,Ewallet,4.4,C,13.2,277.2,163.05,NA,NA
157-16-4894,Mandalay,Member,Male,Home and lifestyle,12.32,1,2017-05-16,14:00:00,Ewallet,5.8,B,0.616,12.936,8.35,NA,NA
849-97-4250,Mandalay,Normal,Female,Home and lifestyle,42.19,11,2017-11-20,16:00:00,Credit card,8.5,B,23.2045,487.2945,320.75,143,30
202-38-4350,Yangon,Member,Female,Home and lifestyle,30.55,14,2017-11-20,19:00:00,Cash,8.9,A,21.385,449.085,266.87,160,37
980-32-3198,Naypyitaw,Normal,Female,Electronic accessories,63.71,16,2017-09-14,11:00:00,Cash,7.3,C,50.968,1070.328,695.42,323,31
962-60-8169,Yangon,Normal,Male,Health and beauty,43.75,9,2017-10-13,18:00:00,Credit card,7,A,19.6875,413.4375,299.71,94,23
669-88-3802,Naypyitaw,Member,Female,Home and lifestyle,93.93,13,2017-08-07,18:00:00,Credit card,4.4,C,61.0545,1282.1445,832.97,388,31
476-91-3023,Mandalay,Normal,Female,Health and beauty,97.09,14,2017-12-18,18:00:00,Cash,4.9,B,67.963,1427.223,978.9,380,27
132-24-4315,Yangon,Member,Male,Electronic accessories,81.63,12,2017-02-26,19:00:00,Cash,8.2,A,48.978,1028.538,802.09,177,18
131-69-8870,Naypyitaw,Normal,Female,Health and beauty,82.77,1,2017-08-07,16:00:00,Credit card,8.7,C,4.1385,86.9085,74.32,8,10
829-84-1465,Yangon,Normal,Female,Food and beverages,43.95,13,2017-11-02,18:00:00,Ewallet,7.3,A,28.5675,599.9175,491.46,NA,NA
690-56-4686,Mandalay,Normal,Male,Home and lifestyle,93.28,12,2017-02-18,10:00:00,Cash,10,B,55.968,1175.328,804.37,314,28
390-40-2430,Yangon,Member,Male,Fashion accessories,71.41,7,2017-03-01,14:00:00,Cash,8.3,A,24.9935,524.8635,394.72,105,21
233-48-6491,Naypyitaw,Normal,Female,Electronic accessories,24.89,11,2017-08-24,17:00:00,Credit card,8.3,C,13.6895,287.4795,153.71,120,43
150-75-6409,Naypyitaw,Normal,Male,Home and lifestyle,37.23,10,2017-04-08,14:00:00,Ewallet,8.3,C,18.615,390.915,282.37,NA,NA
523-41-3604,Mandalay,Normal,Female,Electronic accessories,82.97,15,2017-04-22,18:00:00,Credit card,9.5,B,62.2275,1306.7775,1070.76,173,13
387-36-8396,Yangon,Normal,Female,Food and beverages,18.93,1,2017-12-08,12:00:00,Credit card,5.2,A,0.9465,19.8765,11.59,7,38
477-13-5812,Mandalay,Normal,Female,Sports and travel,55.77,14,2017-08-13,13:00:00,Ewallet,4.2,B,39.039,819.819,396.92,NA,NA
942-15-7508,Naypyitaw,Member,Male,Home and lifestyle,40.87,8,2017-05-10,15:00:00,Credit card,6.7,C,16.348,343.308,223.85,103,31
560-75-5163,Yangon,Normal,Female,Electronic accessories,43.42,27,2017-04-30,10:00:00,Credit card,9.3,A,58.617,1230.957,729.46,442,37
810-51-8508,Yangon,Normal,Female,Sports and travel,20.58,20,2017-10-07,12:00:00,Credit card,9.5,A,20.58,432.18,264.31,147,35
734-69-4113,Yangon,Member,Female,Home and lifestyle,44.49,3,2017-02-21,16:00:00,Ewallet,9.5,A,6.6735,140.1435,75.35,NA,NA
427-87-6190,Mandalay,Member,Male,Electronic accessories,54.59,15,2017-04-22,18:00:00,Cash,9,B,40.9425,859.7925,656.93,161,19
395-36-5248,Mandalay,Normal,Female,Fashion accessories,49.84,19,2017-06-30,17:00:00,Credit card,7.4,B,47.348,994.308,612.92,334,35
746-72-4030,Mandalay,Member,Female,Sports and travel,29.58,15,2017-10-26,10:00:00,Cash,8.6,B,22.185,465.885,272.82,170,38
474-74-7014,Naypyitaw,Member,Female,Electronic accessories,86.01,3,2017-02-10,11:00:00,Credit card,6.9,C,12.9015,270.9315,217.28,40,15
200-22-2650,Mandalay,Member,Female,Health and beauty,91.51,7,2017-12-14,18:00:00,Ewallet,4.1,B,32.0285,672.5985,523.42,NA,NA
454-74-8227,Mandalay,Normal,Female,Health and beauty,44.61,15,2017-08-18,16:00:00,Credit card,9.8,B,33.4575,702.6075,466.69,202,30
182-81-2982,Naypyitaw,Normal,Female,Food and beverages,52.04,20,2017-06-11,18:00:00,Ewallet,4.1,C,52.04,1092.84,523.24,NA,NA
275-49-4904,Naypyitaw,Normal,Male,Electronic accessories,90.26,12,2017-05-12,10:00:00,Credit card,4.3,C,54.156,1137.276,852.23,230,21
915-50-8812,Naypyitaw,Member,Female,Home and lifestyle,77.07,7,2017-05-25,16:00:00,Cash,6.7,C,26.9745,566.4645,386.13,153,28
898-56-3045,Yangon,Normal,Male,Electronic accessories,99.74,2,2017-01-19,13:00:00,Cash,9,A,9.974,209.454,169.16,30,15
469-87-3312,Naypyitaw,Normal,Male,Electronic accessories,10.21,1,2017-06-17,15:00:00,Credit card,9.6,C,0.5105,10.7205,7.71,2,24
956-33-7991,Mandalay,Member,Male,Fashion accessories,41.6,2,2017-02-13,17:00:00,Ewallet,7.2,B,4.16,87.36,70.76,NA,NA
708-49-6711,Naypyitaw,Member,Male,Food and beverages,83.52,1,2017-12-19,10:00:00,Cash,5.6,C,4.176,87.696,44.79,38,46
186-63-3565,Naypyitaw,Member,Female,Fashion accessories,20.19,5,2017-11-07,18:00:00,Credit card,9.3,C,5.0475,105.9975,80.93,20,19
583-62-8177,Yangon,Normal,Male,Health and beauty,63.54,17,2017-03-05,19:00:00,Ewallet,7.5,A,54.009,1134.189,839.02,NA,NA
499-36-9390,Naypyitaw,Member,Male,Electronic accessories,15.37,15,2017-07-09,15:00:00,Credit card,5.5,C,11.5275,242.0775,205.46,25,10
651-59-8818,Mandalay,Normal,Male,Food and beverages,97.13,2,2017-08-10,18:00:00,Cash,9.3,B,9.713,203.973,151.27,42,22
116-96-5093,Yangon,Normal,Female,Fashion accessories,69.39,2,2017-08-24,11:00:00,Credit card,9,A,6.939,145.719,91.74,47,33
115-29-2594,Yangon,Member,Male,Electronic accessories,79.63,22,2017-10-02,15:00:00,Cash,6.7,A,87.593,1839.453,902.82,849,48
212-13-9548,Yangon,Normal,Female,Sports and travel,62.42,10,2017-10-19,11:00:00,Cash,5.6,A,31.21,655.41,361.62,262,42
649-34-2394,Naypyitaw,Member,Male,Sports and travel,72.72,10,2017-05-01,15:00:00,Cash,6.4,C,36.36,763.56,383.6,343,47
718-58-8543,Naypyitaw,Normal,Female,Health and beauty,82.79,17,2017-11-20,13:00:00,Ewallet,5.3,C,70.3715,1477.8015,1197.15,NA,NA
304-16-2725,Mandalay,Normal,Female,Sports and travel,84.02,16,2017-12-13,13:00:00,Credit card,6.2,B,67.216,1411.536,1086.36,257,19
863-40-6020,Mandalay,Normal,Male,Home and lifestyle,21.35,11,2017-06-14,18:00:00,Credit card,8.6,B,11.7425,246.5925,131.03,103,44
648-87-7340,Naypyitaw,Member,Female,Home and lifestyle,83.5,14,2017-12-19,14:00:00,Credit card,5.4,C,58.45,1227.45,983.27,185,15
380-50-6053,Naypyitaw,Normal,Female,Electronic accessories,61.84,1,2017-07-14,14:00:00,Credit card,7.4,C,3.092,64.932,31.35,30,49
996-82-8703,Naypyitaw,Normal,Female,Health and beauty,71.79,20,2017-01-04,14:00:00,Credit card,7.5,C,71.79,1507.59,1025.22,410,28
368-50-4080,Mandalay,Member,Male,Health and beauty,72.63,19,2017-08-01,17:00:00,Cash,6.1,B,68.9985,1448.9685,710.17,669,48
542-89-2222,Yangon,Normal,Female,Home and lifestyle,28.09,10,2017-01-28,15:00:00,Credit card,6.9,A,14.045,294.945,208.06,72,25
604-57-8071,Yangon,Member,Female,Food and beverages,41.51,19,2017-04-30,13:00:00,Cash,8.2,A,39.4345,828.1245,620.32,168,21
605-26-6657,Yangon,Normal,Female,Health and beauty,78.55,16,2017-03-10,17:00:00,Cash,4.5,A,62.84,1319.64,1015.91,240,19
626-86-7477,Mandalay,Normal,Male,Sports and travel,64.93,17,2017-06-09,18:00:00,Cash,4.8,B,55.1905,1159.0005,574.38,529,47
918-79-9954,Mandalay,Member,Female,Home and lifestyle,23.8,8,2017-09-16,12:00:00,Ewallet,7.5,B,9.52,199.92,112.22,NA,NA
574-51-5435,Yangon,Normal,Male,Food and beverages,37.32,16,2017-07-15,17:00:00,Cash,7.3,A,29.856,626.976,346.24,250,42
505-44-1740,Mandalay,Normal,Female,Health and beauty,41.39,1,2017-12-04,19:00:00,Ewallet,6.5,B,2.0695,43.4595,23.25,NA,NA
412-61-8860,Mandalay,Member,Female,Home and lifestyle,61.71,14,2017-10-11,11:00:00,Ewallet,6,B,43.197,907.137,604.79,NA,NA
878-43-1695,Yangon,Normal,Male,Home and lifestyle,48.19,8,2017-04-26,17:00:00,Cash,7.1,A,19.276,404.796,242.49,143,37
550-38-1372,Yangon,Normal,Male,Home and lifestyle,79.35,1,2017-05-01,14:00:00,Ewallet,9.3,A,3.9675,83.3175,63.56,NA,NA
963-37-3806,Yangon,Normal,Male,Food and beverages,75.68,18,2017-08-06,12:00:00,Ewallet,5,A,68.112,1430.352,1006.59,NA,NA
283-48-2904,Yangon,Member,Male,Electronic accessories,28.46,22,2017-07-19,15:00:00,Credit card,9.3,A,31.306,657.426,536.39,89,14
656-88-8011,Mandalay,Normal,Female,Sports and travel,86.61,14,2017-10-26,11:00:00,Credit card,4.2,B,60.627,1273.167,1056.13,156,12
427-31-2960,Naypyitaw,Normal,Male,Fashion accessories,97.06,17,2017-04-10,15:00:00,Cash,8.3,C,82.501,1732.521,825.43,824,49
526-59-2446,Naypyitaw,Normal,Female,Electronic accessories,87.63,3,2017-04-11,14:00:00,Credit card,9.8,C,13.1445,276.0345,163.38,99,37
100-31-3198,Mandalay,Normal,Male,Sports and travel,31.65,3,2017-09-17,18:00:00,Credit card,8.3,B,4.7475,99.6975,56.62,38,40
374-71-3482,Yangon,Member,Male,Home and lifestyle,91.75,14,2017-09-05,18:00:00,Cash,8.7,A,64.225,1348.725,693.37,591,46
583-32-5892,Yangon,Normal,Female,Health and beauty,96.61,7,2017-03-05,13:00:00,Credit card,9.6,A,33.8135,710.0835,529.44,146,21
994-54-6162,Mandalay,Normal,Male,Food and beverages,17.56,18,2017-03-18,14:00:00,Ewallet,5.4,B,15.804,331.884,283.78,NA,NA
926-52-4546,Yangon,Normal,Female,Electronic accessories,13.49,5,2017-04-24,17:00:00,Ewallet,6.4,A,3.3725,70.8225,48.65,NA,NA
840-94-6356,Naypyitaw,Normal,Male,Home and lifestyle,48.52,16,2017-12-19,18:00:00,Cash,5,C,38.816,815.136,587.83,188,24
790-81-9160,Mandalay,Normal,Male,Fashion accessories,23.24,2,2017-08-23,15:00:00,Credit card,7.4,B,2.324,48.804,30.78,15,33
942-89-3134,Yangon,Normal,Female,Sports and travel,18.23,14,2017-08-16,17:00:00,Credit card,4.1,A,12.761,267.981,192.33,62,24
306-88-3717,Naypyitaw,Member,Male,Health and beauty,49.07,13,2017-08-17,11:00:00,Cash,4.4,C,31.8955,669.8055,321.17,316,49
279-27-8946,Yangon,Member,Male,Health and beauty,80.11,14,2017-09-05,12:00:00,Cash,9,A,56.077,1177.617,733.25,388,34
803-40-9601,Mandalay,Member,Male,Electronic accessories,80.84,2,2017-10-05,15:00:00,Credit card,6.6,B,8.084,169.764,143.88,17,11
331-79-9446,Mandalay,Normal,Female,Electronic accessories,90.33,5,2017-06-07,18:00:00,Cash,9.2,B,22.5825,474.2325,367.9,83,18
879-62-6145,Naypyitaw,Normal,Male,Food and beverages,37.55,15,2017-05-05,13:00:00,Credit card,6.4,C,28.1625,591.4125,347.52,215,38
998-12-6055,Naypyitaw,Normal,Female,Food and beverages,88.83,12,2017-01-10,13:00:00,Ewallet,8.4,C,53.298,1119.258,784.56,NA,NA
811-74-6504,Naypyitaw,Member,Male,Health and beauty,63.13,15,2017-03-07,10:00:00,Credit card,8,C,47.3475,994.2975,669.39,277,29
766-62-5559,Naypyitaw,Member,Male,Home and lifestyle,70.5,19,2017-03-07,17:00:00,Credit card,8.6,C,66.975,1406.475,993.54,345,25
495-31-3606,Mandalay,Normal,Female,Sports and travel,42.45,4,2017-02-20,17:00:00,Credit card,8.7,B,8.49,178.29,91.94,77,45
929-61-4680,Mandalay,Member,Female,Food and beverages,42.39,17,2017-03-06,10:00:00,Ewallet,4.3,B,36.0315,756.6615,632.95,NA,NA
956-32-2052,Naypyitaw,Member,Male,Health and beauty,95.41,11,2017-07-24,15:00:00,Credit card,8.5,C,52.4755,1101.9855,762.44,287,27
910-46-2322,Mandalay,Normal,Male,Fashion accessories,29.58,7,2017-04-17,18:00:00,Cash,7.7,B,10.353,217.413,179.37,27,13
384-76-2918,Naypyitaw,Member,Female,Health and beauty,21.15,2,2017-09-21,16:00:00,Ewallet,5.1,C,2.115,44.415,27.75,NA,NA
292-19-5160,Naypyitaw,Member,Female,Food and beverages,57.53,7,2017-06-25,13:00:00,Ewallet,7.2,C,20.1355,422.8455,218.9,NA,NA
147-63-9781,Naypyitaw,Normal,Male,Health and beauty,75.65,13,2017-04-20,18:00:00,Credit card,5.1,C,49.1725,1032.6225,500.15,483,49
582-76-5647,Yangon,Member,Male,Home and lifestyle,17.74,5,2017-03-23,18:00:00,Cash,8.1,A,4.435,93.135,70.28,18,20
504-70-4250,Yangon,Member,Female,Food and beverages,68.28,8,2017-04-25,12:00:00,Cash,7.4,A,27.312,573.552,444.55,101,18
763-70-8778,Yangon,Normal,Female,Food and beverages,19.07,7,2017-08-03,19:00:00,Cash,9,A,6.6745,140.1645,75.48,58,43
177-82-7183,Mandalay,Member,Female,Home and lifestyle,93.43,13,2017-05-01,15:00:00,Credit card,8.9,B,60.7295,1275.3195,864.26,350,28
566-15-3275,Naypyitaw,Normal,Male,Health and beauty,69.85,18,2017-05-24,12:00:00,Credit card,4.4,C,62.865,1320.165,930.95,326,25
348-98-5205,Naypyitaw,Normal,Male,Fashion accessories,51.34,2,2017-10-29,16:00:00,Credit card,4.1,C,5.134,107.814,61.59,41,40
852-24-2409,Naypyitaw,Member,Male,Health and beauty,31.61,2,2017-05-09,10:00:00,Ewallet,8.3,C,3.161,66.381,45.38,NA,NA
763-88-1973,Naypyitaw,Member,Male,Food and beverages,38,8,2017-07-31,18:00:00,Credit card,5.8,C,15.2,319.2,161.72,142,46
824-16-7596,Yangon,Normal,Male,Health and beauty,65.24,4,2017-08-04,10:00:00,Ewallet,9.2,A,13.048,274.008,149.95,NA,NA
503-16-5949,Mandalay,Normal,Female,Fashion accessories,85.82,1,2017-04-21,13:00:00,Cash,6.6,B,4.291,90.111,51.28,34,40
701-61-3540,Mandalay,Member,Female,Health and beauty,31.43,1,2017-03-16,11:00:00,Credit card,9.9,B,1.5715,33.0015,26.71,4,15
424-10-7899,Naypyitaw,Normal,Female,Fashion accessories,40.59,20,2017-05-25,13:00:00,Cash,8.8,C,40.59,852.39,522.26,289,35
290-21-7222,Naypyitaw,Member,Female,Home and lifestyle,38.56,13,2017-08-10,18:00:00,Cash,5.4,C,25.064,526.344,401.52,99,19
897-44-8980,Yangon,Member,Male,Fashion accessories,44.87,20,2017-04-30,16:00:00,Credit card,4.6,A,44.87,942.27,455.08,442,49
173-82-8082,Naypyitaw,Member,Male,Home and lifestyle,83.42,1,2017-11-08,14:00:00,Credit card,9.3,C,4.171,87.591,42.1,41,49
490-30-3550,Mandalay,Normal,Male,Health and beauty,71.24,19,2017-02-14,17:00:00,Credit card,7.3,B,67.678,1421.238,759.51,594,43
864-75-3601,Naypyitaw,Normal,Male,Fashion accessories,88.07,16,2017-09-27,14:00:00,Cash,9.3,C,70.456,1479.576,1210.65,198,14
446-82-8221,Naypyitaw,Normal,Male,Fashion accessories,19.59,14,2017-07-09,11:00:00,Cash,9,C,13.713,287.973,179.65,94,34
551-72-1367,Mandalay,Normal,Male,Food and beverages,92.95,16,2017-12-20,12:00:00,Cash,5.1,B,74.36,1561.56,1147.47,339,22
867-64-3189,Yangon,Normal,Male,Electronic accessories,74.25,7,2017-05-26,13:00:00,Cash,8.1,A,25.9875,545.7375,343.7,176,33
415-14-7434,Yangon,Member,Male,Fashion accessories,81.89,9,2017-06-03,16:00:00,Credit card,9.8,A,36.8505,773.8605,460.48,276,37
265-13-1948,Yangon,Member,Female,Health and beauty,58.32,4,2017-05-05,19:00:00,Cash,8.1,A,11.664,244.944,203.96,29,12
289-60-6428,Mandalay,Member,Male,Sports and travel,42.86,20,2017-08-22,13:00:00,Credit card,7.1,B,42.86,900.06,492.45,364,42
209-44-5825,Yangon,Member,Female,Sports and travel,78.12,11,2017-01-20,17:00:00,Ewallet,10,A,42.966,902.286,493.07,NA,NA
191-48-4231,Mandalay,Normal,Male,Fashion accessories,61.75,19,2017-04-22,17:00:00,Ewallet,4.7,B,58.6625,1231.9125,927.26,NA,NA
735-94-8341,Naypyitaw,Normal,Male,Food and beverages,41.09,1,2017-03-08,18:00:00,Ewallet,6.2,C,2.0545,43.1445,21.2,NA,NA
633-10-6819,Mandalay,Member,Female,Home and lifestyle,86.42,4,2017-11-17,18:00:00,Ewallet,10,B,17.284,362.964,309.24,NA,NA
717-90-1216,Yangon,Member,Male,Sports and travel,28.23,18,2017-03-07,11:00:00,Credit card,6.2,A,25.407,533.547,341.67,166,32
463-73-9793,Mandalay,Normal,Male,Fashion accessories,57.97,10,2017-09-20,11:00:00,Credit card,4.8,B,28.985,608.685,373.12,206,35
781-89-6041,Mandalay,Member,Female,Home and lifestyle,64.43,6,2017-03-01,12:00:00,Credit card,8.6,B,19.329,405.909,318.65,67,17
791-74-2094,Mandalay,Member,Female,Sports and travel,96.07,14,2017-02-19,11:00:00,Ewallet,7.7,B,67.249,1412.229,928.19,NA,NA
713-87-3234,Naypyitaw,Member,Male,Fashion accessories,74.26,9,2017-02-08,13:00:00,Ewallet,5.3,C,33.417,701.757,421.96,NA,NA
520-38-8043,Mandalay,Member,Male,Fashion accessories,33.46,1,2017-05-17,19:00:00,Cash,4.5,B,1.673,35.133,29.65,3,11
745-65-8318,Mandalay,Normal,Male,Health and beauty,66.74,5,2017-07-06,10:00:00,Cash,9.6,B,16.685,350.385,234.04,99,29
877-64-2555,Yangon,Member,Female,Health and beauty,87.46,5,2017-08-31,18:00:00,Credit card,4.9,A,21.865,459.165,370.49,66,15
612-45-7359,Naypyitaw,Member,Female,Sports and travel,48.96,12,2017-07-27,17:00:00,Credit card,7.4,C,29.376,616.896,456.71,130,22
917-35-8861,Naypyitaw,Member,Female,Health and beauty,94.99,5,2017-07-15,12:00:00,Credit card,7.1,C,23.7475,498.6975,352.97,121,25
880-71-3547,Yangon,Member,Female,Health and beauty,38.28,9,2017-09-12,10:00:00,Cash,8.1,A,17.226,361.746,175.56,168,49
319-41-3098,Naypyitaw,Member,Male,Home and lifestyle,59.77,18,2017-01-03,11:00:00,Cash,8.1,C,53.793,1129.653,582.54,493,45
792-28-2537,Mandalay,Normal,Male,Food and beverages,63.24,17,2017-02-15,11:00:00,Ewallet,9.1,B,53.754,1128.834,749.53,NA,NA
993-80-3148,Yangon,Member,Male,Health and beauty,26.25,9,2017-08-28,13:00:00,Credit card,7.5,A,11.8125,248.0625,151.49,84,35
312-88-6974,Yangon,Member,Male,Sports and travel,42.53,8,2017-10-10,12:00:00,Cash,9.3,A,17.012,357.252,265.8,74,21
