invoice_id,city,customer_type,gender,product_line,unit_price,quantity,measure_date,measure_time,payment,rating,branch,tax,total,cogs,gross_income,gross_margin_percentage
625-46-4965,Mandalay,Member,Male,Electronic accessories,41.74,9,12/22/2017,15:00:00,Credit card,8.9,B,18.783,394.443,248.02,127,33
660-23-4537,Yangon,Member,Male,Fashion accessories,55.08,20,11/19/2017,12:00:00,Ewallet,9.5,A,55.08,1156.68,573.1,0,0
200-72-6258,Naypyitaw,Member,Male,Home and lifestyle,59.65,8,8/7/2017,11:00:00,Cash,7.9,C,23.86,501.06,417.07,60,12
467-37-4650,Mandalay,Member,Male,Electronic accessories,37.7,13,3/1/2017,17:00:00,Credit card,9.8,B,24.505,514.605,276.4,213,43
985-20-7231,Naypyitaw,Normal,Male,Health and beauty,72.74,18,10/20/2017,13:00:00,Credit card,9.2,C,65.466,1374.786,776.24,533,40
778-49-7872,Naypyitaw,Normal,Male,Health and beauty,22.4,6,9/14/2017,13:00:00,Credit card,5.3,C,6.72,141.12,117.29,17,12
141-73-6054,Yangon,Normal,Male,Electronic accessories,88.68,22,10/9/2017,17:00:00,Cash,7,A,97.548,2048.508,1530.96,420,21
222-92-3061,Naypyitaw,Normal,Female,Home and lifestyle,60.49,6,8/20/2017,13:00:00,Cash,5.2,C,18.147,381.087,270.83,92,25
259-20-4000,Mandalay,Member,Female,Health and beauty,99.38,7,8/8/2017,13:00:00,Credit card,6.2,B,34.783,730.443,519.1,176,25
356-69-1392,Mandalay,Member,Male,Fashion accessories,41.58,8,10/25/2017,14:00:00,Ewallet,4.6,B,16.632,349.272,292.04,0,0
495-98-6821,Mandalay,Normal,Female,Fashion accessories,94.55,3,5/8/2017,10:00:00,Credit card,8.6,B,14.1825,297.8325,223.91,59,21
765-87-6350,Yangon,Normal,Male,Fashion accessories,96.2,4,2/18/2017,18:00:00,Cash,7.1,A,19.24,404.04,224.3,160,41
339-73-9979,Naypyitaw,Member,Male,Electronic accessories,10.43,15,5/4/2017,12:00:00,Credit card,9.4,C,7.8225,164.2725,121.48,34,22
378-88-1848,Mandalay,Member,Female,Health and beauty,22.32,10,3/6/2017,12:00:00,Ewallet,4.3,B,11.16,234.36,142.61,0,0
273-77-9497,Naypyitaw,Normal,Male,Food and beverages,38.97,19,8/22/2017,10:00:00,Ewallet,4.5,C,37.0215,777.4515,480.14,0,0
914-10-2802,Mandalay,Member,Female,Fashion accessories,76.79,12,7/15/2017,13:00:00,Ewallet,9.6,B,46.074,967.554,754.85,0,0
500-81-7231,Naypyitaw,Normal,Female,Electronic accessories,48.08,20,12/24/2017,15:00:00,Credit card,4.9,C,48.08,1009.68,581.8,379,39
147-78-6378,Mandalay,Member,Female,Food and beverages,99.03,8,1/6/2017,17:00:00,Cash,4.2,B,39.612,831.852,633.81,158,20
134-40-6989,Yangon,Normal,Female,Food and beverages,19.39,8,12/5/2017,10:00:00,Ewallet,8.4,A,7.756,162.876,82.39,0,0
364-35-4557,Yangon,Member,Female,Home and lifestyle,23.45,17,12/24/2017,13:00:00,Cash,7,A,19.9325,418.5825,253.46,145,36
840-25-2433,Mandalay,Member,Male,Food and beverages,22.82,3,5/3/2017,10:00:00,Credit card,4.4,B,3.423,71.883,34.82,33,49
124-68-3953,Naypyitaw,Member,Male,Food and beverages,15.08,5,5/24/2017,19:00:00,Ewallet,8.7,C,3.77,79.17,43.18,0,0
576-66-9213,Yangon,Member,Female,Home and lifestyle,78.22,20,2/28/2017,19:00:00,Credit card,8,A,78.22,1642.62,1199.03,365,23
467-34-5371,Mandalay,Normal,Male,Sports and travel,16.07,3,10/17/2017,15:00:00,Cash,9,B,2.4105,50.6205,34.89,13,27
238-52-4851,Yangon,Member,Male,Health and beauty,78.12,1,9/15/2017,19:00:00,Ewallet,5.8,A,3.906,82.026,56.48,0,0
355-71-8081,Yangon,Normal,Male,Home and lifestyle,67.77,13,6/27/2017,11:00:00,Ewallet,7,A,44.0505,925.0605,452.86,0,0
736-92-8027,Naypyitaw,Member,Male,Fashion accessories,48.63,13,12/10/2017,19:00:00,Cash,9,C,31.6095,663.7995,535.85,96,15
218-45-4391,Mandalay,Member,Male,Sports and travel,49.62,2,5/12/2017,11:00:00,Credit card,7.5,B,4.962,104.202,49.91,49,49
466-10-1724,Mandalay,Member,Male,Sports and travel,14.07,15,9/14/2017,10:00:00,Cash,5.9,B,10.5525,221.6025,129.34,81,38
390-78-2616,Mandalay,Normal,Female,Electronic accessories,27.06,6,2/20/2017,13:00:00,Cash,7.3,B,8.118,170.478,89.98,72,44
907-96-6269,Yangon,Member,Male,Home and lifestyle,67.64,14,12/30/2017,18:00:00,Ewallet,8.3,A,47.348,994.308,525.4,0,0
743-63-9336,Yangon,Member,Female,Sports and travel,78.88,6,7/30/2017,18:00:00,Credit card,7.2,A,23.664,496.944,301.83,171,36
515-50-5136,Mandalay,Member,Female,Sports and travel,49.95,10,5/9/2017,11:00:00,Credit card,4.8,B,24.975,524.475,267.14,232,46
215-42-2558,Mandalay,Normal,Female,Sports and travel,14.13,11,12/15/2017,16:00:00,Credit card,6.3,B,7.7715,163.2015,130.04,25,16
929-23-4491,Naypyitaw,Member,Male,Home and lifestyle,35.82,18,6/22/2017,19:00:00,Credit card,4.7,C,32.238,676.998,453.04,191,29
788-51-3494,Naypyitaw,Member,Female,Electronic accessories,54.23,3,9/22/2017,18:00:00,Credit card,6.8,C,8.1345,170.8245,104.18,58,35
497-51-4019,Naypyitaw,Normal,Male,Sports and travel,37.54,1,8/31/2017,12:00:00,Ewallet,7,C,1.877,39.417,21.53,0,0
519-47-6438,Naypyitaw,Member,Female,Electronic accessories,21.91,18,4/19/2017,16:00:00,Ewallet,4.9,C,19.719,414.099,344.66,0,0
298-19-6928,Yangon,Normal,Female,Sports and travel,61.17,9,2/20/2017,10:00:00,Ewallet,4.7,A,27.5265,578.0565,278.13,0,0
608-55-2501,Yangon,Normal,Male,Electronic accessories,34.81,30,3/13/2017,18:00:00,Ewallet,7.3,A,52.215,1096.515,798.46,0,0
377-20-1381,Naypyitaw,Normal,Female,Food and beverages,13.8,15,2/14/2017,15:00:00,Cash,7,C,10.35,217.35,160.76,46,22
561-23-6243,Yangon,Member,Male,Health and beauty,42.77,4,7/15/2017,13:00:00,Ewallet,7.1,A,8.554,179.634,141.74,0,0
102-33-5943,Mandalay,Member,Male,Health and beauty,25.3,9,7/13/2017,13:00:00,Ewallet,4.3,B,11.385,239.085,119.09,0,0
656-62-3888,Yangon,Normal,Female,Home and lifestyle,91.49,10,9/12/2017,19:00:00,Ewallet,5.5,A,45.745,960.645,770.58,0,0
172-65-2610,Naypyitaw,Member,Male,Home and lifestyle,16.11,1,9/13/2017,12:00:00,Credit card,6.1,C,0.8055,16.9155,14.41,1,10
501-61-7936,Naypyitaw,Member,Female,Home and lifestyle,51.67,8,2/19/2017,11:00:00,Ewallet,9.3,C,20.668,434.028,360.55,0,0
246-83-6597,Yangon,Member,Female,Electronic accessories,80.75,30,8/16/2017,13:00:00,Cash,7.6,A,121.125,2543.625,2070.99,351,14
337-78-7337,Naypyitaw,Normal,Female,Food and beverages,41.78,5,7/2/2017,19:00:00,Cash,8.7,C,10.445,219.345,180.49,28,13
605-26-3955,Yangon,Normal,Male,Fashion accessories,85.84,4,3/10/2017,15:00:00,Cash,6.9,A,17.168,360.528,297.42,45,13
928-69-6449,Mandalay,Member,Male,Food and beverages,42.82,15,11/23/2017,13:00:00,Ewallet,9.4,B,32.115,674.415,450.2,0,0
872-99-9471,Mandalay,Member,Male,Electronic accessories,63.4,15,9/6/2017,10:00:00,Cash,4.8,B,47.55,998.55,589.95,361,37
497-88-1802,Yangon,Normal,Male,Electronic accessories,71.72,25,8/5/2017,19:00:00,Cash,8.7,A,89.65,1882.65,1264.82,528,29
974-87-3565,Yangon,Member,Male,Health and beauty,13.3,4,7/25/2017,19:00:00,Credit card,5.8,A,2.66,55.86,27.7,25,47
323-25-8382,Mandalay,Normal,Male,Sports and travel,49.85,11,5/30/2017,10:00:00,Ewallet,6.5,B,27.4175,575.7675,474.61,0,0
898-40-1629,Yangon,Member,Male,Home and lifestyle,75.9,1,11/27/2017,10:00:00,Ewallet,6.2,A,3.795,79.695,48.24,0,0
482-84-9453,Naypyitaw,Member,Male,Health and beauty,84.6,19,2/4/2017,15:00:00,Credit card,5.3,C,80.37,1687.77,1178.73,428,26
777-87-5213,Naypyitaw,Normal,Female,Home and lifestyle,77.34,11,3/2/2017,12:00:00,Credit card,9.7,C,42.537,893.277,569.15,281,33
525-49-7438,Mandalay,Member,Female,Sports and travel,88.2,16,8/4/2017,12:00:00,Ewallet,4,B,70.56,1481.76,797.32,0,0
425-96-3720,Naypyitaw,Normal,Female,Food and beverages,55.11,15,4/10/2017,12:00:00,Credit card,7.8,C,41.3325,867.9825,704.59,122,14
488-40-5288,Yangon,Member,Male,Sports and travel,73.56,4,1/7/2017,14:00:00,Cash,5.5,A,14.712,308.952,207.92,86,29
911-61-4737,Naypyitaw,Member,Male,Food and beverages,21.52,10,4/29/2017,13:00:00,Credit card,7.7,C,10.76,225.96,150.25,64,30
471-17-3751,Yangon,Member,Female,Electronic accessories,76.54,25,10/13/2017,13:00:00,Ewallet,5.5,A,95.675,2009.175,1176.95,0,0
829-53-8709,Naypyitaw,Normal,Male,Home and lifestyle,96.32,7,12/17/2017,11:00:00,Ewallet,5.1,C,33.712,707.952,468.1,0,0
578-95-1158,Naypyitaw,Normal,Male,Sports and travel,44.27,17,8/2/2017,18:00:00,Ewallet,9.5,C,37.6295,790.2195,620.2,0,0
410-66-7343,Mandalay,Normal,Male,Fashion accessories,69.77,8,10/15/2017,10:00:00,Ewallet,8.2,B,27.908,586.068,492.43,0,0
123-56-1942,Naypyitaw,Member,Female,Home and lifestyle,10.74,9,7/28/2017,10:00:00,Credit card,7.3,C,4.833,101.493,71.09,25,26
921-88-2384,Naypyitaw,Normal,Female,Electronic accessories,84.53,12,4/21/2017,13:00:00,Ewallet,4.7,C,50.718,1065.078,510.34,0,0
906-93-4482,Mandalay,Normal,Male,Food and beverages,43.32,4,6/7/2017,11:00:00,Ewallet,6.7,B,8.664,181.944,116.2,0,0
661-90-4440,Yangon,Normal,Female,Health and beauty,41.36,20,12/28/2017,13:00:00,Ewallet,4.6,A,41.36,868.56,620.07,0,0
289-25-8230,Mandalay,Normal,Female,Home and lifestyle,48.4,10,2/19/2017,18:00:00,Cash,7.7,B,24.2,508.2,345.61,138,28
359-19-2628,Naypyitaw,Member,Male,Home and lifestyle,42.3,15,4/5/2017,10:00:00,Credit card,5.5,C,31.725,666.225,562.19,72,11
363-72-5727,Naypyitaw,Normal,Male,Home and lifestyle,11.72,17,8/26/2017,19:00:00,Ewallet,7.8,C,9.962,209.202,166.31,0,0
479-36-7389,Mandalay,Normal,Female,Health and beauty,53.94,4,12/29/2017,18:00:00,Credit card,9.3,B,10.788,226.548,189.92,25,11
117-39-1296,Mandalay,Normal,Female,Fashion accessories,51.6,8,2/5/2017,14:00:00,Credit card,6.7,B,20.64,433.44,215.01,197,47
822-49-3549,Mandalay,Member,Male,Health and beauty,73.59,3,2/11/2017,16:00:00,Credit card,6.7,B,11.0385,231.8085,112.14,108,49
212-28-6810,Yangon,Member,Female,Home and lifestyle,97.58,7,4/25/2017,12:00:00,Ewallet,8.3,A,34.153,717.213,350,0,0
387-27-5258,Naypyitaw,Member,Male,Sports and travel,47.39,3,4/21/2017,18:00:00,Ewallet,6.8,C,7.1085,149.2785,100.57,0,0
844-57-4503,Yangon,Normal,Female,Sports and travel,62.77,3,8/21/2017,10:00:00,Credit card,9.4,A,9.4155,197.7255,126.25,62,32
982-95-8916,Mandalay,Member,Female,Health and beauty,93.08,4,2/13/2017,11:00:00,Credit card,7.2,B,18.616,390.936,217.32,155,41
135-82-2499,Mandalay,Normal,Male,Food and beverages,89.5,14,7/10/2017,13:00:00,Ewallet,9.9,B,62.65,1315.65,791.48,0,0
772-80-4512,Yangon,Normal,Male,Fashion accessories,96.25,12,8/11/2017,14:00:00,Cash,4.5,A,57.75,1212.75,642.11,512,44
398-58-3672,Naypyitaw,Member,Female,Sports and travel,94.84,1,4/30/2017,10:00:00,Credit card,7.9,C,4.742,99.582,72.41,22,23
533-81-5176,Naypyitaw,Normal,Male,Health and beauty,92.79,9,1/21/2017,11:00:00,Ewallet,6.1,C,41.7555,876.8655,557.94,0,0
249-48-6786,Naypyitaw,Member,Female,Food and beverages,98.59,3,2/17/2017,17:00:00,Credit card,5,C,14.7885,310.5585,150.8,144,49
815-13-6480,Mandalay,Normal,Female,Home and lifestyle,40.39,12,1/11/2017,12:00:00,Credit card,4.6,B,24.234,508.914,418,66,13
567-43-1573,Yangon,Member,Female,Home and lifestyle,70.74,8,5/27/2017,13:00:00,Credit card,6.7,A,28.296,594.216,316.71,249,44
161-52-7893,Mandalay,Normal,Female,Fashion accessories,97.32,18,10/11/2017,12:00:00,Credit card,5.5,B,87.588,1839.348,1266.75,485,27
563-13-1498,Yangon,Normal,Male,Home and lifestyle,84.59,9,6/2/2017,19:00:00,Credit card,6.7,A,38.0655,799.3755,389.1,372,48
144-35-9915,Naypyitaw,Normal,Female,Health and beauty,23.96,15,6/5/2017,15:00:00,Cash,7.5,C,17.97,377.37,305.17,54,15
508-50-5148,Yangon,Member,Male,Home and lifestyle,80.15,6,1/1/2017,14:00:00,Ewallet,6.9,A,24.045,504.945,274.19,0,0
356-28-3134,Naypyitaw,Normal,Male,Home and lifestyle,83.36,2,1/8/2017,10:00:00,Ewallet,7.8,C,8.336,175.056,94.31,0,0
811-26-9674,Naypyitaw,Member,Female,Electronic accessories,64.57,17,12/26/2017,18:00:00,Ewallet,5.8,C,54.8845,1152.5745,790.19,0,0
536-66-8445,Mandalay,Member,Female,Sports and travel,91.67,13,10/3/2017,17:00:00,Credit card,7.1,B,59.5855,1251.2955,897.33,294,24
591-53-5691,Naypyitaw,Member,Female,Fashion accessories,28.53,11,8/6/2017,10:00:00,Credit card,7.7,C,15.6915,329.5215,221.17,92,29
575-45-8560,Naypyitaw,Normal,Female,Fashion accessories,71.5,18,2/4/2017,13:00:00,Ewallet,7.4,C,64.35,1351.35,1144.54,0,0
961-92-8563,Yangon,Normal,Female,Electronic accessories,37.32,2,6/22/2017,12:00:00,Ewallet,7.2,A,3.732,78.372,41.83,0,0
306-33-9687,Naypyitaw,Normal,Male,Home and lifestyle,86.42,7,11/19/2017,13:00:00,Ewallet,6.3,C,30.247,635.187,423.75,0,0
738-70-8523,Yangon,Normal,Female,Health and beauty,57.03,16,4/7/2017,10:00:00,Cash,9,A,45.624,958.104,608.11,304,33
303-78-5498,Naypyitaw,Normal,Female,Home and lifestyle,42.55,2,2/21/2017,17:00:00,Ewallet,9,C,4.255,89.355,60.5,0,0
954-27-9543,Naypyitaw,Member,Female,Electronic accessories,19.74,19,3/10/2017,18:00:00,Credit card,8.7,C,18.753,393.813,318.97,56,14
184-90-1069,Naypyitaw,Member,Male,Sports and travel,54.06,15,10/7/2017,19:00:00,Ewallet,7.2,C,40.545,851.445,451.55,0,0
132-30-5515,Yangon,Member,Male,Sports and travel,78.09,6,9/30/2017,17:00:00,Credit card,9.9,A,23.427,491.967,308.86,159,34
674-74-5041,Naypyitaw,Normal,Male,Electronic accessories,30.5,6,8/3/2017,14:00:00,Cash,7.5,C,9.15,192.15,132.78,50,27
536-65-4866,Naypyitaw,Member,Female,Electronic accessories,43.73,5,2/16/2017,14:00:00,Credit card,9.6,C,10.9325,229.5825,175.26,43,19
145-60-1558,Mandalay,Normal,Female,Food and beverages,19.95,15,10/18/2017,17:00:00,Ewallet,9.9,B,14.9625,314.2125,152.63,0,0
200-28-5827,Mandalay,Member,Female,Sports and travel,43.93,1,10/13/2017,18:00:00,Cash,9.6,B,2.1965,46.1265,27.25,16,37
352-40-6308,Naypyitaw,Normal,Male,Health and beauty,45.17,13,7/29/2017,13:00:00,Credit card,4.3,C,29.3605,616.5705,504.44,82,14
469-94-5736,Naypyitaw,Normal,Female,Fashion accessories,75.98,14,12/25/2017,10:00:00,Credit card,8.1,C,53.186,1116.906,550.04,513,48
926-55-5265,Naypyitaw,Member,Female,Sports and travel,81.77,8,2/9/2017,13:00:00,Ewallet,9.3,C,32.708,686.868,547.07,0,0
319-28-9321,Mandalay,Member,Female,Food and beverages,63.59,3,11/28/2017,10:00:00,Credit card,6.7,B,9.5385,200.3085,120.14,70,37
273-46-2264,Yangon,Member,Female,Home and lifestyle,66.86,5,9/27/2017,19:00:00,Credit card,8.5,A,16.715,351.015,177.44,156,46
136-89-4787,Yangon,Normal,Male,Fashion accessories,38.89,12,10/22/2017,10:00:00,Cash,6,A,23.334,490.014,296.33,170,36
408-62-9667,Mandalay,Member,Male,Home and lifestyle,11.2,6,4/7/2017,11:00:00,Cash,5.9,B,3.36,70.56,55.04,12,18
574-40-2603,Naypyitaw,Normal,Female,Home and lifestyle,83.56,7,7/16/2017,10:00:00,Ewallet,4.5,C,29.246,614.166,502.39,0,0
990-56-1275,Naypyitaw,Member,Female,Home and lifestyle,42.53,1,9/25/2017,19:00:00,Credit card,9.9,C,2.1265,44.6565,35.02,7,17
886-90-7066,Naypyitaw,Normal,Male,Sports and travel,73.46,12,1/10/2017,19:00:00,Cash,8.4,C,44.076,925.596,639.05,242,27
927-59-2548,Yangon,Member,Male,Food and beverages,60.82,12,5/17/2017,14:00:00,Ewallet,4.4,A,36.492,766.332,561.05,0,0
646-97-7157,Mandalay,Member,Female,Fashion accessories,23.58,13,6/29/2017,11:00:00,Ewallet,5.7,B,15.327,321.867,258.93,0,0
564-56-5131,Naypyitaw,Normal,Female,Fashion accessories,55.2,13,3/15/2017,14:00:00,Ewallet,4.3,C,35.88,753.48,391.41,0,0
429-27-5617,Mandalay,Member,Male,Food and beverages,48.16,16,4/12/2017,15:00:00,Ewallet,6.9,B,38.528,809.088,638.47,0,0
370-52-9992,Naypyitaw,Member,Male,Fashion accessories,69.39,12,6/19/2017,13:00:00,Credit card,5,C,41.634,874.314,492.36,340,40
183-51-7420,Mandalay,Member,Male,Electronic accessories,97.36,19,9/5/2017,16:00:00,Cash,8.6,B,92.492,1942.332,1430.95,418,22
997-90-6920,Naypyitaw,Member,Male,Food and beverages,39.21,6,3/5/2017,17:00:00,Cash,6.2,C,11.763,247.023,151.96,83,35
520-15-4375,Mandalay,Normal,Male,Sports and travel,65.54,17,4/7/2017,19:00:00,Cash,4.6,B,55.709,1169.889,580.62,533,47
617-18-9396,Yangon,Member,Male,Electronic accessories,32.39,27,1/8/2017,14:00:00,Cash,4.1,A,43.7265,918.2565,736.86,137,15
862-83-9340,Yangon,Normal,Male,Food and beverages,24.04,16,6/2/2017,14:00:00,Credit card,7.4,A,19.232,403.872,261.76,122,31
479-78-5879,Mandalay,Normal,Male,Food and beverages,43.01,13,9/15/2017,15:00:00,Ewallet,9,B,27.9565,587.0865,417.33,0,0
495-90-6204,Naypyitaw,Normal,Female,Fashion accessories,21.85,10,6/18/2017,11:00:00,Cash,10,C,10.925,229.425,145.53,72,33
934-73-5550,Naypyitaw,Normal,Female,Home and lifestyle,31.87,19,11/19/2017,16:00:00,Cash,9.5,C,30.2765,635.8065,311.86,293,48
878-45-5099,Yangon,Member,Female,Electronic accessories,33.96,35,10/30/2017,19:00:00,Ewallet,6.9,A,59.43,1248.03,985.81,0,0
849-56-6329,Mandalay,Normal,Female,Sports and travel,27.02,11,6/4/2017,19:00:00,Cash,8.8,B,14.861,312.081,218.65,78,26
849-68-4392,Yangon,Normal,Female,Fashion accessories,56.52,14,9/25/2017,19:00:00,Ewallet,6.5,A,39.564,830.844,554.94,0,0
231-96-6345,Yangon,Normal,Male,Home and lifestyle,99.32,8,4/15/2017,17:00:00,Credit card,7.3,A,39.728,834.288,619.88,174,21
461-50-5484,Yangon,Normal,Male,Food and beverages,46.96,12,5/12/2017,19:00:00,Ewallet,8,A,28.176,591.696,465.03,0,0
788-36-2373,Mandalay,Normal,Male,Food and beverages,92.22,13,6/8/2017,15:00:00,Credit card,9.7,B,59.943,1258.803,1043.08,155,12
925-72-3943,Yangon,Member,Female,Food and beverages,28.93,6,7/1/2017,12:00:00,Cash,5.8,A,8.679,182.259,144.2,29,16
698-61-1226,Mandalay,Member,Male,Sports and travel,55.41,4,9/26/2017,18:00:00,Ewallet,4.1,B,11.082,232.722,174.77,0,0
961-96-8592,Naypyitaw,Normal,Male,Sports and travel,91.53,13,5/13/2017,12:00:00,Ewallet,6.2,C,59.4945,1249.3845,833.85,0,0
814-52-2606,Yangon,Normal,Female,Food and beverages,69.29,13,12/28/2017,18:00:00,Credit card,7.3,A,45.0385,945.8085,619.34,281,31
338-22-1034,Mandalay,Normal,Male,Health and beauty,27.82,9,2/9/2017,17:00:00,Ewallet,8.8,B,12.519,262.899,139.7,0,0
618-12-4842,Yangon,Member,Female,Electronic accessories,12.32,20,8/20/2017,10:00:00,Ewallet,6.9,A,12.32,258.72,205.99,0,0
899-82-6809,Naypyitaw,Normal,Female,Food and beverages,22.78,11,10/21/2017,13:00:00,Ewallet,5.3,C,12.529,263.109,185.11,0,0
454-43-6914,Yangon,Normal,Female,Home and lifestyle,74.75,10,7/2/2017,11:00:00,Credit card,7.3,A,37.375,784.875,558.89,188,25
913-83-6748,Mandalay,Member,Male,Home and lifestyle,74.94,20,11/30/2017,15:00:00,Credit card,8.1,B,74.94,1573.74,1281.28,217,14
796-49-1065,Yangon,Normal,Male,Fashion accessories,21.24,14,11/21/2017,15:00:00,Cash,6.6,A,14.868,312.228,235.12,62,20
870-44-2950,Mandalay,Normal,Female,Fashion accessories,10.5,9,10/30/2017,11:00:00,Ewallet,4.4,B,4.725,99.225,73.71,0,0
551-61-4920,Naypyitaw,Normal,Female,Food and beverages,37.09,12,9/28/2017,19:00:00,Ewallet,7.4,C,22.254,467.334,269.3,0,0
913-71-5946,Mandalay,Normal,Male,Health and beauty,76.42,12,3/23/2017,14:00:00,Ewallet,6.3,B,45.852,962.892,650.68,0,0
416-52-7175,Naypyitaw,Normal,Male,Home and lifestyle,59.96,12,7/29/2017,15:00:00,Cash,7.4,C,35.976,755.496,516.95,202,28
409-32-8565,Naypyitaw,Normal,Male,Food and beverages,12.76,17,6/15/2017,16:00:00,Ewallet,8,C,10.846,227.766,165.78,0,0
548-32-4512,Yangon,Normal,Male,Home and lifestyle,18.14,10,12/7/2017,11:00:00,Ewallet,6.5,A,9.07,190.47,109.79,0,0
510-19-6158,Yangon,Normal,Male,Fashion accessories,89.89,11,2/24/2017,12:00:00,Ewallet,4.5,A,49.4395,1038.2295,501.84,0,0
392-13-9738,Mandalay,Normal,Male,Food and beverages,83.73,14,7/5/2017,12:00:00,Ewallet,4.5,B,58.611,1230.831,667.15,0,0
326-58-1013,Naypyitaw,Member,Male,Home and lifestyle,68.59,18,7/28/2017,10:00:00,Credit card,8.9,C,61.731,1296.351,799.43,435,35
549-40-1925,Naypyitaw,Normal,Female,Health and beauty,22.26,19,7/15/2017,17:00:00,Cash,4.6,C,21.147,444.087,244.61,178,42
918-90-6662,Mandalay,Normal,Male,Fashion accessories,69.04,11,4/23/2017,19:00:00,Credit card,7.3,B,37.972,797.412,651.14,108,14
973-90-7076,Yangon,Member,Male,Fashion accessories,99.43,16,6/18/2017,15:00:00,Credit card,6,A,79.544,1670.424,928.2,662,41
358-87-1785,Yangon,Normal,Male,Food and beverages,67.48,8,12/2/2017,18:00:00,Credit card,9,A,26.992,566.832,408.14,131,24
348-12-2238,Mandalay,Member,Female,Sports and travel,56.59,17,4/2/2017,12:00:00,Ewallet,6.9,B,48.1015,1010.1315,617.22,0,0
655-97-2759,Mandalay,Member,Female,Electronic accessories,96.67,14,5/14/2017,10:00:00,Cash,8.2,B,67.669,1421.049,1086.77,266,19
744-99-5992,Yangon,Member,Female,Home and lifestyle,79.11,19,5/1/2017,11:00:00,Credit card,6,A,75.1545,1578.2445,1162.87,340,22
827-31-7378,Naypyitaw,Normal,Female,Electronic accessories,50.49,18,7/12/2017,14:00:00,Cash,6.2,C,45.441,954.261,488.67,420,46
454-44-6324,Yangon,Member,Male,Fashion accessories,60.02,5,12/13/2017,16:00:00,Credit card,8.6,A,15.005,315.105,264.82,35,11
327-31-3208,Naypyitaw,Member,Male,Electronic accessories,64.73,20,9/26/2017,15:00:00,Cash,6.5,C,64.73,1359.33,716.05,578,44
212-69-1551,Yangon,Member,Female,Sports and travel,54.75,15,4/28/2017,19:00:00,Credit card,5.7,A,41.0625,862.3125,721.85,99,12
598-93-6066,Naypyitaw,Normal,Male,Health and beauty,50.63,12,1/31/2017,12:00:00,Credit card,7.7,C,30.378,637.938,341.73,265,43
427-90-3155,Naypyitaw,Member,Male,Health and beauty,40.22,18,12/21/2017,16:00:00,Ewallet,6.3,C,36.198,760.158,635.21,0,0
203-87-8595,Yangon,Member,Female,Health and beauty,49.79,4,8/23/2017,14:00:00,Ewallet,5.8,A,9.958,209.118,108.29,0,0
116-84-5127,Naypyitaw,Member,Male,Health and beauty,29.47,14,9/25/2017,11:00:00,Ewallet,5.1,C,20.629,433.209,277.36,0,0
282-67-4633,Naypyitaw,Normal,Male,Health and beauty,63,13,8/7/2017,11:00:00,Credit card,9.4,C,40.95,859.95,534.31,284,34
502-25-3955,Mandalay,Normal,Male,Health and beauty,42.85,11,9/13/2017,14:00:00,Cash,6.7,B,23.5675,494.9175,325.91,145,30
420-42-7802,Mandalay,Normal,Female,Home and lifestyle,26.45,11,5/12/2017,10:00:00,Ewallet,8.1,B,14.5475,305.4975,253.72,0,0
678-29-6152,Naypyitaw,Member,Male,Electronic accessories,86.09,6,1/19/2017,16:00:00,Credit card,4.9,C,25.827,542.367,332.1,184,35
819-36-2248,Mandalay,Normal,Male,Electronic accessories,81.03,12,3/7/2017,11:00:00,Cash,5.7,B,48.618,1020.978,838.61,133,13
980-78-1042,Yangon,Normal,Male,Sports and travel,44.46,10,9/20/2017,11:00:00,Cash,5.8,A,22.23,466.83,270.34,174,39
477-45-6590,Mandalay,Normal,Male,Food and beverages,31.43,12,12/30/2017,12:00:00,Cash,7.6,B,18.858,396.018,322.73,54,14
599-21-2447,Naypyitaw,Member,Male,Fashion accessories,54.84,6,1/27/2017,19:00:00,Ewallet,4.2,C,16.452,345.492,290.07,0,0
535-98-9099,Mandalay,Normal,Female,Fashion accessories,43,6,5/30/2017,13:00:00,Cash,8.2,B,12.9,270.9,142.53,115,44
534-53-7642,Naypyitaw,Normal,Female,Home and lifestyle,91.47,16,9/25/2017,10:00:00,Ewallet,6.6,C,73.176,1536.696,1041.31,0,0
190-38-7008,Mandalay,Normal,Male,Health and beauty,80.38,5,7/3/2017,18:00:00,Ewallet,4.3,B,20.095,421.995,213.01,0,0
528-37-1458,Mandalay,Member,Female,Home and lifestyle,72.58,10,5/1/2017,17:00:00,Cash,8.7,B,36.29,762.09,501.82,223,30
469-29-5985,Yangon,Member,Female,Fashion accessories,70.84,1,12/30/2017,18:00:00,Credit card,9.5,A,3.542,74.382,42.39,28,40
282-78-5124,Yangon,Member,Male,Home and lifestyle,34.37,19,4/15/2017,10:00:00,Ewallet,8.5,A,32.6515,685.6815,362.86,0,0
455-88-3050,Mandalay,Member,Female,Food and beverages,81.37,14,11/2/2017,15:00:00,Credit card,5.3,B,56.959,1196.139,888.1,251,22
545-32-6380,Yangon,Member,Female,Electronic accessories,37.42,20,5/20/2017,17:00:00,Ewallet,5.8,A,37.42,785.82,519.41,0,0
850-12-1351,Mandalay,Member,Male,Food and beverages,50.94,1,11/26/2017,16:00:00,Ewallet,5,B,2.547,53.487,36.19,0,0
245-46-5545,Naypyitaw,Member,Female,Food and beverages,27.52,4,11/8/2017,18:00:00,Cash,4.1,C,5.504,115.584,85.18,24,22
